case_id,method,source,component_label,volume_vox,surface_area_proxy,compactness_v_over_s15,isoperimetric_quotient,inscribed_radius_vox,inscribed_radius_grid_step,bbox_diag_vox,radius_over_bbox_diag,radius_over_equiv_sphere,elongation_max_over_min,eroded_subcomponents,overlap_gt_vox,z0,z1,y0,y1,x0,x1,log10_isoperimetric,log1p_eroded_subcomponents,shape_score_prob_true_et,accepted_shape,fold,vol_bin,shape_threshold
BraTS-GLI-02196-100,otsu_T1c,prediction_component,1,17676,3135232.0,3.1840469881677876e-06,1.1465983428872793e-09,5.656854249492381,4,232.08619088605855,0.02437393723381665,0.3500605692106814,1.528301886792453,11,,43,149,28,190,28,156,-8.940588690221757,2.4849066497880004,0.05763683114715703,False,4,large,0.5518172876195343
BraTS-GLI-02196-100,gmm_T1c,prediction_component,1,17410,3102720.0,3.1855534276470385e-06,1.1476835590436016e-09,5.656854249492381,4,232.08619088605855,0.02437393723381665,0.3518343748581962,1.528301886792453,10,,43,149,28,190,28,156,-8.940177839730268,2.3978952727983707,0.06050264032404263,False,4,large,0.5518172876195343
BraTS-GLI-02196-100,sustraccion,prediction_component,1,46,13824.0,2.8301355977131706e-05,9.058720528883211e-08,1.7320508075688772,1,9.486832980505138,0.18257418583505536,0.7792393700163133,1.75,0,,18,22,69,76,115,120,-7.042933138579885,0.0,0.9999459809433568,True,4,large,0.5518172876195343
BraTS-GLI-02196-100,sustraccion,prediction_component,2,367,111616.0,9.841841858362672e-06,1.0954817281192809e-08,1.4142135623730951,1,34.08812109811862,0.041486990682251125,0.3184118188157904,1.6,0,,21,40,69,84,120,144,-7.960394861775707,0.0,0.9058314382262377,True,4,large,0.5518172876195343
BraTS-GLI-02196-100,sustraccion,prediction_component,4,82861,13724160.0,1.6297519578165465e-06,3.003968652391684e-10,6.928203230275509,4,244.66098994322735,0.02831756395608132,0.2561730456863068,1.2834645669291338,130,,23,150,27,190,26,157,-9.522304603679968,4.875197323201151,0.0017147429568027985,False,4,large,0.5518172876195343
BraTS-GLI-02196-100,sustraccion,prediction_component,5,39,15104.0,2.1010028503426785e-05,4.992357261740067e-08,1.4142135623730951,1,9.486832980505138,0.14907119849998599,0.6722379073420917,1.75,0,,24,31,76,80,78,83,-7.301694343347561,0.0,0.9996253751315198,True,4,large,0.5518172876195343
BraTS-GLI-02196-100,sustraccion,prediction_component,6,153,44544.0,1.6274498342589942e-05,2.99548807020126e-08,1.7320508075688772,1,19.6468827043885,0.088159064907635,0.5220270652200657,1.0909090909090908,0,,24,35,78,89,98,110,-7.523532405686729,0.0,0.9956005969062318,True,4,large,0.5518172876195343
BraTS-GLI-02196-100,sustraccion,prediction_component,7,12,5376.0,3.04433440619409e-05,1.0481829363285631e-07,1.4142135623730951,1,5.830951894845301,0.24253562503633297,0.9957510787676723,1.3333333333333333,0,,25,29,86,89,97,100,-6.979562914580636,0.0,0.9999933273110511,True,4,large,0.5518172876195343
BraTS-GLI-02196-100,sustraccion,prediction_component,8,32,12032.0,2.424617544845322e-05,6.648732501936358e-08,1.4142135623730951,1,8.774964387392123,0.16116459280507606,0.7180607827429069,1.5,0,,26,30,50,56,77,82,-7.177261139641468,0.0,0.9998376301272381,True,4,large,0.5518172876195343
BraTS-GLI-02196-100,sustraccion,prediction_component,9,42,14592.0,2.3827422130590324e-05,6.421056499079371e-08,1.4142135623730951,1,10.04987562112089,0.1407195089460584,0.6558352730581178,1.75,0,,26,32,48,55,111,115,-7.192393508695801,0.0,0.9996887247151809,True,4,large,0.5518172876195343
