case_id,method,source,component_label,volume_vox,surface_area_proxy,compactness_v_over_s15,isoperimetric_quotient,inscribed_radius_vox,inscribed_radius_grid_step,bbox_diag_vox,radius_over_bbox_diag,radius_over_equiv_sphere,elongation_max_over_min,eroded_subcomponents,overlap_gt_vox,z0,z1,y0,y1,x0,x1,log10_isoperimetric,log1p_eroded_subcomponents,shape_score_prob_true_et,accepted_shape,fold,vol_bin,shape_threshold
BraTS-GLI-02836-101,otsu_T1c,prediction_component,1,13813,2219520.0,4.1773360856169815e-06,1.9735639735562542e-09,4.47213595499958,2,174.11490458889497,0.0256849691619382,0.3004566797326139,1.4615384615384615,11,,33,139,19,97,40,154,-8.704748791279025,2.4849066497880004,0.12097699649789292,False,2,absent,0.5396369041183476
BraTS-GLI-02836-101,gmm_T1c,prediction_component,1,15997,2542336.0,3.94629115424081e-06,1.7612889947807183e-09,4.47213595499958,2,184.98648599289623,0.024175473851486193,0.28610910973771253,1.6666666666666667,12,,33,139,19,97,25,155,-8.754169378535183,2.5649493574615367,0.0927404610623754,False,2,absent,0.5396369041183476
BraTS-GLI-02836-101,sustraccion,prediction_component,1,22,8704.0,2.709220525861094e-05,8.301204026265334e-08,1.4142135623730951,1,7.54983443527075,0.1873171623163388,0.8135863258112027,1.25,0,,15,19,86,91,80,84,-7.08085891195648,0.0,0.9999702033955674,True,2,absent,0.5396369041183476
BraTS-GLI-02836-101,sustraccion,prediction_component,2,12,6144.0,2.4917498197257264e-05,7.022006780482366e-08,1.4142135623730951,1,6.4031242374328485,0.2208630521496931,0.9957510787676723,1.3333333333333333,0,,16,19,83,87,104,108,-7.153538755513696,0.0,0.9999913647643082,True,2,absent,0.5396369041183476
BraTS-GLI-02836-101,sustraccion,prediction_component,3,49,18432.0,1.9581113619283508e-05,4.3363781584203094e-08,1.4142135623730951,1,12.727922061357855,0.11111111111111112,0.6229872725752906,1.1428571428571428,0,,18,25,83,90,65,73,-7.362872851710906,0.0,0.9990667769023491,True,2,absent,0.5396369041183476
BraTS-GLI-02836-101,sustraccion,prediction_component,7,20288,3337728.0,3.3270767787929187e-06,1.2519241575842803e-09,4.898979485566356,2,213.51112383199148,0.022944844266855554,0.2895490061229872,1.3366336633663367,23,,23,158,18,119,25,156,-8.902421980183355,3.1780538303479458,0.043605660804224435,False,2,absent,0.5396369041183476
BraTS-GLI-02836-101,sustraccion,prediction_component,8,38,12544.0,2.7047649416909622e-05,8.273922157753891e-08,1.4142135623730951,1,8.774964387392123,0.16116459280507606,0.6780837477859392,1.5,0,,36,42,89,93,73,78,-7.082288569326049,0.0,0.9999070759020111,True,2,absent,0.5396369041183476
BraTS-GLI-02836-101,sustraccion,prediction_component,9,31,12288.0,2.275830376291707e-05,5.857767809065585e-08,1.4142135623730951,1,10.488088481701515,0.13483997249264842,0.7257003006213092,1.4,0,,36,43,89,95,104,109,-7.232267846932344,0.0,0.9997677882034497,True,2,absent,0.5396369041183476
BraTS-GLI-02836-101,sustraccion,prediction_component,10,147,49152.0,1.3489801020761328e-05,2.0580857275315137e-08,1.4142135623730951,1,29.068883707497267,0.04865042554105199,0.4319552492170297,1.8181818181818181,0,,44,55,74,92,44,64,-7.686536539088424,0.0,0.9758262207330264,True,2,absent,0.5396369041183476
BraTS-GLI-02836-101,sustraccion,prediction_component,13,16,6656.0,2.9464563572443515e-05,9.818664009850627e-08,1.4142135623730951,1,6.4031242374328485,0.2208630521496931,0.9046998952817776,1.3333333333333333,0,,50,53,117,121,62,66,-7.007947601074732,0.0,0.9999924347460525,True,2,absent,0.5396369041183476
BraTS-GLI-02836-101,sustraccion,prediction_component,14,56,19968.0,1.984660266178929e-05,4.4547642266914886e-08,1.4142135623730951,1,11.180339887498949,0.12649110640673517,0.5958658900897977,1.6,0,,51,56,110,118,64,70,-7.351175276533168,0.0,0.9992940525680267,True,2,absent,0.5396369041183476
BraTS-GLI-02836-101,sustraccion,prediction_component,15,218,66816.0,1.262222113796262e-05,1.8018720251406275e-08,1.7320508075688772,1,36.837480912787726,0.04701870933220124,0.4639145558930288,2.25,0,,52,74,86,113,144,156,-7.744276057279761,0.0,0.973197130553524,True,2,absent,0.5396369041183476
BraTS-GLI-02836-101,sustraccion,prediction_component,16,275,67584.0,1.5651892468685498e-05,2.7706781804302263e-08,1.7320508075688772,1,24.041630560342615,0.07204381596421112,0.42935111906326334,2.125,0,,52,60,112,129,104,119,-7.557413915423096,0.0,0.9905893842217335,True,2,absent,0.5396369041183476
BraTS-GLI-02836-101,sustraccion,prediction_component,17,38,16896.0,1.730245567447415e-05,3.3858511698861466e-08,1.4142135623730951,1,13.076696830622021,0.10814761408717503,0.6780837477859392,2.2,0,,53,64,46,51,40,45,-7.470332135866113,0.0,0.9988454883336066,True,2,absent,0.5396369041183476
BraTS-GLI-02836-101,sustraccion,prediction_component,18,130,47104.0,1.2716180088299713e-05,1.8287978947689238e-08,1.4142135623730951,1,19.209372712298546,0.07362101738323104,0.45001820546908056,1.3,0,,54,64,91,101,63,76,-7.737834286889063,0.0,0.9846338816291924,True,2,absent,0.5396369041183476
BraTS-GLI-02836-101,sustraccion,prediction_component,19,22,9984.0,2.2052905797475442e-05,5.500270116629287e-08,1.4142135623730951,1,8.366600265340756,0.16903085094570333,0.8135863258112027,2.0,0,,55,60,71,74,113,119,-7.259615981909213,0.0,0.9999171720692155,True,2,absent,0.5396369041183476
BraTS-GLI-02836-101,sustraccion,prediction_component,20,55,23808.0,1.4971948297361546e-05,2.5351812305382797e-08,1.4142135623730951,1,16.06237840420901,0.08804509063256238,0.5994555302303142,2.6,0,,56,69,85,90,151,159,-7.595990989147445,0.0,0.996189853906412,True,2,absent,0.5396369041183476
BraTS-GLI-02836-101,sustraccion,prediction_component,21,14,6144.0,2.9070414563466808e-05,9.557731451212109e-08,1.4142135623730951,1,6.928203230275509,0.20412414523193154,0.9458781407605124,1.0,0,,56,60,133,137,124,128,-7.019645176252469,0.0,0.9999902478773879,True,2,absent,0.5396369041183476
BraTS-GLI-02836-101,sustraccion,prediction_component,23,16,7680.0,2.3772680447272836e-05,6.391586616190171e-08,1.4142135623730951,1,6.928203230275509,0.20412414523193154,0.9046998952817776,1.0,0,,57,61,63,67,105,109,-7.194391321321265,0.0,0.9999791539070666,True,2,absent,0.5396369041183476
BraTS-GLI-02836-101,sustraccion,prediction_component,24,39,16896.0,1.7757783455381363e-05,3.5663986353163634e-08,1.4142135623730951,1,12.083045973594572,0.11704114719613057,0.6722379073420917,2.25,0,,57,61,98,107,108,115,-7.447770115046735,0.0,0.9991047808497201,True,2,absent,0.5396369041183476
BraTS-GLI-02836-101,sustraccion,prediction_component,25,26,9984.0,2.6062525033380066e-05,7.682195452151648e-08,1.4142135623730951,1,8.12403840463596,0.17407765595569785,0.7695203069187393,1.25,0,,59,63,82,87,111,116,-7.11451464761199,0.0,0.9999462469900083,True,2,absent,0.5396369041183476
BraTS-GLI-02836-101,sustraccion,prediction_component,26,459,101888.0,1.4113285578695617e-05,2.252727353114359e-08,2.0,1,30.479501308256342,0.06561787149247866,0.4179477294832335,3.0,3,,61,78,105,129,99,107,-7.647291367620668,1.3862943611198906,0.9709040420445503,True,2,absent,0.5396369041183476
BraTS-GLI-02836-101,sustraccion,prediction_component,27,67,24832.0,1.7122108837375283e-05,3.3156362574637275e-08,1.4142135623730951,1,16.492422502470642,0.08574929257125442,0.5612886582720128,1.5,0,,61,73,139,147,127,135,-7.479433119871209,0.0,0.9968555045630682,True,2,absent,0.5396369041183476
BraTS-GLI-02836-101,sustraccion,prediction_component,30,64,23296.0,1.7999396234923048e-05,3.664107852072537e-08,1.4142135623730951,1,13.96424004376894,0.10127393670836667,0.5699252209515996,2.2,0,,62,69,97,108,24,29,-7.436031751469634,0.0,0.9981530229134391,True,2,absent,0.5396369041183476
BraTS-GLI-02836-101,sustraccion,prediction_component,31,62,24064.0,1.6608865231270048e-05,3.1198398116996294e-08,1.4142135623730951,1,14.071247279470288,0.10050378152592122,0.5759887103099525,1.4285714285714286,0,,63,73,74,81,101,108,-7.5058677042767155,0.0,0.9976739965541216,True,2,absent,0.5396369041183476
BraTS-GLI-02836-101,sustraccion,prediction_component,32,17,7168.0,2.8012503667152895e-05,8.874752009735003e-08,1.4142135623730951,1,6.928203230275509,0.20412414523193154,0.8866010210973454,1.0,0,,63,67,85,89,74,78,-7.051843773744237,0.0,0.9999862106188884,True,2,absent,0.5396369041183476
BraTS-GLI-02836-101,sustraccion,prediction_component,34,36,15360.0,1.8911051495153403e-05,4.044675905557843e-08,1.4142135623730951,1,10.488088481701515,0.13483997249264842,0.6904152369103725,1.4,0,,65,71,78,85,77,82,-7.393116272090484,0.0,0.9995376895542788,True,2,absent,0.5396369041183476
BraTS-GLI-02836-101,sustraccion,prediction_component,35,12,5376.0,3.04433440619409e-05,1.0481829363285631e-07,1.4142135623730951,1,5.830951894845301,0.24253562503633297,0.9957510787676723,1.3333333333333333,0,,66,69,86,90,104,107,-6.979562914580636,0.0,0.9999970754453279,True,2,absent,0.5396369041183476
BraTS-GLI-02836-101,sustraccion,prediction_component,37,28,9728.0,2.918251305292295e-05,9.631584748619055e-08,1.4142135623730951,1,7.54983443527075,0.1873171623163388,0.7507439778384809,1.25,0,,67,72,94,98,73,77,-7.01630224964012,0.0,0.9999692627899568,True,2,absent,0.5396369041183476
