case_id,method,source,component_label,volume_vox,surface_area_proxy,compactness_v_over_s15,isoperimetric_quotient,inscribed_radius_vox,inscribed_radius_grid_step,bbox_diag_vox,radius_over_bbox_diag,radius_over_equiv_sphere,elongation_max_over_min,eroded_subcomponents,overlap_gt_vox,z0,z1,y0,y1,x0,x1,log10_isoperimetric,log1p_eroded_subcomponents,shape_score_prob_true_et,accepted_shape,fold,vol_bin,shape_threshold
BraTS-GLI-02701-100,otsu_T1c,prediction_component,1,24591,3892224.0,3.2024285613918914e-06,1.159875231321886e-09,5.656854249492381,4,245.52392958732148,0.023039930401083368,0.31357815148575124,1.425,31,,34,154,23,194,30,159,-8.935588725654762,3.4657359027997265,0.036542417005425605,False,3,absent,0.5309848428280338
BraTS-GLI-02701-100,gmm_T1c,prediction_component,1,27803,4476416.0,2.9355940626682202e-06,9.746403221943752e-10,5.656854249492381,4,245.52392958732148,0.023039930401083368,0.30100518202800053,1.425,40,,34,154,23,194,30,159,-9.011155625230254,3.713572066704308,0.024198726247675002,False,3,absent,0.5309848428280338
BraTS-GLI-02701-100,sustraccion,prediction_component,1,14,6912.0,2.4362533060422576e-05,6.712700278491907e-08,1.4142135623730951,1,7.0710678118654755,0.2,0.9458781407605124,1.6666666666666667,0,,7,11,69,74,99,102,-7.1731027435946135,0.0,0.9999414397968109,True,3,absent,0.5309848428280338
BraTS-GLI-02701-100,sustraccion,prediction_component,2,2109,380160.0,8.997605576361772e-06,9.156010373479772e-09,3.3166247903554,1,53.1883445878888,0.06235623266813626,0.4169017189247841,2.0,6,,8,27,53,91,73,105,-8.038293723954848,1.9459101490553132,0.8443605476152743,True,3,absent,0.5309848428280338
BraTS-GLI-02701-100,sustraccion,prediction_component,3,116,28672.0,2.389301783374806e-05,6.456458858293371e-08,2.23606797749979,1,14.352700094407323,0.15579423821243896,0.7390863966003943,2.0,2,,10,19,74,84,102,107,-7.190005612030835,1.0986122886681098,0.9995906397755552,True,3,absent,0.5309848428280338
BraTS-GLI-02701-100,sustraccion,prediction_component,5,160,49920.0,1.4345249880597614e-05,2.3273870245571857e-08,1.4142135623730951,1,20.663978319771825,0.0684385910829155,0.41992449317105496,1.6666666666666667,0,,13,22,71,82,127,142,-7.633131391249832,0.0,0.9842928565924831,True,3,absent,0.5309848428280338
BraTS-GLI-02701-100,sustraccion,prediction_component,7,24,12288.0,1.7619331945484184e-05,3.511003390241183e-08,1.4142135623730951,1,10.677078252031311,0.13245323570650439,0.7903281549671363,1.75,0,,15,19,73,80,43,50,-7.4545687511776775,0.0,0.9991408918323565,True,3,absent,0.5309848428280338
BraTS-GLI-02701-100,sustraccion,prediction_component,8,1385,265472.0,1.0125621537437136e-05,1.1595667539422927e-08,2.449489742783178,1,44.12482294582042,0.05551273816533688,0.35423263565217844,1.631578947368421,6,,17,42,65,96,90,109,-7.9357042448403154,1.9459101490553132,0.8525693794241309,True,3,absent,0.5309848428280338
BraTS-GLI-02701-100,sustraccion,prediction_component,12,12,6144.0,2.4917498197257264e-05,7.022006780482366e-08,1.4142135623730951,1,6.4031242374328485,0.2208630521496931,0.9957510787676723,1.3333333333333333,0,,20,24,62,65,76,80,-7.153538755513696,0.0,0.9999674469175863,True,3,absent,0.5309848428280338
BraTS-GLI-02701-100,sustraccion,prediction_component,14,102644,16014080.0,1.6016977938472794e-06,2.901439560316481e-10,6.928203230275509,4,259.9634589706792,0.026650681052281768,0.2385277797868815,1.3181818181818181,160,,23,155,20,194,18,159,-9.53738647176305,5.081404364984463,0.001725151330542773,False,3,absent,0.5309848428280338
BraTS-GLI-02701-100,sustraccion,prediction_component,15,27,9984.0,2.7064929842356223e-05,8.284497758311468e-08,1.4142135623730951,1,8.12403840463596,0.17407765595569785,0.7599002946021327,1.25,0,,24,28,54,59,91,96,-7.08173381523565,0.0,0.9998829721982482,True,3,absent,0.5309848428280338
BraTS-GLI-02701-100,sustraccion,prediction_component,16,57,15360.0,2.9942498200659555e-05,1.0139777791016536e-07,1.7320508075688772,1,9.848857801796104,0.17586311452816475,0.7254907483481623,1.2,0,,24,29,58,64,96,102,-6.993971562280076,0.0,0.9999085092382354,True,3,absent,0.5309848428280338
