case_id,method,source,component_label,volume_vox,surface_area_proxy,compactness_v_over_s15,isoperimetric_quotient,inscribed_radius_vox,inscribed_radius_grid_step,bbox_diag_vox,radius_over_bbox_diag,radius_over_equiv_sphere,elongation_max_over_min,eroded_subcomponents,overlap_gt_vox,z0,z1,y0,y1,x0,x1,log10_isoperimetric,log1p_eroded_subcomponents,shape_score_prob_true_et,accepted_shape,fold,vol_bin,shape_threshold
BraTS-GLI-02799-100,otsu_T1c,prediction_component,1,14188,2162944.0,4.460189045018716e-06,2.249877677407331e-09,4.47213595499958,2,192.1119465311827,0.023278801947247376,0.2977859073391092,1.72,8,,34,155,23,98,23,152,-8.647841093209136,2.1972245773362196,0.14456440824191694,False,0,small,0.5530794707693413
BraTS-GLI-02799-100,gmm_T1c,prediction_component,1,14753,2233344.0,4.420250776214339e-06,2.2097655141012822e-09,4.47213595499958,2,193.7679023987203,0.023079859458854907,0.29393485413793197,1.6973684210526316,8,,32,155,23,99,23,152,-8.65565380836683,2.1972245773362196,0.1391121032967756,False,0,small,0.5530794707693413
BraTS-GLI-02799-100,sustraccion,prediction_component,1,12,6144.0,2.4917498197257264e-05,7.022006780482366e-08,1.4142135623730951,1,6.4031242374328485,0.2208630521496931,0.9957510787676723,1.3333333333333333,0,,18,21,55,59,66,70,-7.153538755513696,0.0,0.9999647617941148,True,0,small,0.5530794707693413
BraTS-GLI-02799-100,sustraccion,prediction_component,2,150,32256.0,2.589258993602202e-05,7.582341842654536e-08,2.23606797749979,1,14.071247279470288,0.15891043154093207,0.6783973127203244,1.4285714285714286,1,,21,28,75,82,61,71,-7.120196639715454,0.6931471805599453,0.9996789451641345,True,0,small,0.5530794707693413
BraTS-GLI-02799-100,sustraccion,prediction_component,3,61,18432.0,2.4376488383189672e-05,6.72039280611494e-08,1.4142135623730951,1,11.575836902790225,0.12216944435630524,0.5791191452117007,1.1666666666666667,0,,23,30,76,83,110,116,-7.172605341746399,0.0,0.9992342713826035,True,0,small,0.5530794707693413
BraTS-GLI-02799-100,sustraccion,prediction_component,4,754,176896.0,1.0134313313137279e-05,1.1615583393168937e-08,2.0,1,41.32795663954365,0.048393391849582724,0.3542167414075367,1.6666666666666667,1,,24,46,72,90,36,66,-7.934958972857174,0.6931471805599453,0.888947388004154,True,0,small,0.5530794707693413
BraTS-GLI-02799-100,sustraccion,prediction_component,5,182,54784.0,1.4193541763846278e-05,2.2784207829115997e-08,1.4142135623730951,1,23.853720883753127,0.05928691667287522,0.4022728647266246,2.375,0,,25,44,67,79,92,100,-7.64236606655155,0.0,0.9777247735873633,True,0,small,0.5530794707693413
BraTS-GLI-02799-100,sustraccion,prediction_component,6,57906,10483968.0,1.7058272034122928e-06,3.2909588005685055e-10,5.656854249492381,4,250.06199231390605,0.022621807485206542,0.23570203759490327,1.2635658914728682,111,,27,156,20,183,18,157,-9.482677554593428,4.718498871295094,0.0022687404176437225,False,0,small,0.5530794707693413
BraTS-GLI-02799-100,sustraccion,prediction_component,8,620,131328.0,1.3027338378276895e-05,1.9193923573171322e-08,1.7320508075688772,1,35.34119409414458,0.04900940253900045,0.3274358801385295,1.9285714285714286,0,,29,43,73,91,115,142,-7.716836238813069,0.0,0.9565025961070627,True,0,small,0.5530794707693413
BraTS-GLI-02799-100,sustraccion,prediction_component,9,252,74496.0,1.2393703705875013e-05,1.7372190861115366e-08,1.7320508075688772,1,26.1725046566048,0.06617825960083583,0.4420349922421645,2.1,0,,30,51,70,80,78,90,-7.7601454078687615,0.0,0.9730200421259384,True,0,small,0.5530794707693413
