case_id,method,source,component_label,volume_vox,surface_area_proxy,compactness_v_over_s15,isoperimetric_quotient,inscribed_radius_vox,inscribed_radius_grid_step,bbox_diag_vox,radius_over_bbox_diag,radius_over_equiv_sphere,elongation_max_over_min,eroded_subcomponents,overlap_gt_vox,z0,z1,y0,y1,x0,x1,log10_isoperimetric,log1p_eroded_subcomponents,shape_score_prob_true_et,accepted_shape,fold,vol_bin,shape_threshold
BraTS-GLI-02285-100,otsu_T1c,prediction_component,1,14772,2256128.0,4.35906852101798e-06,2.1490165748685116e-09,4.898979485566356,2,191.05234884711572,0.025642079331286455,0.32185139139286945,1.305263157894737,10,,32,156,30,125,34,144,-8.667760234882603,2.3978952727983707,0.14018941228735268,False,0,medium,0.5530794707693413
BraTS-GLI-02285-100,gmm_T1c,prediction_component,1,21811,3567104.0,3.237441432555532e-06,1.185376230615466e-09,5.656854249492381,2,202.47715920567435,0.027938233979992788,0.3263718297954912,1.422680412371134,24,,18,156,30,127,32,144,-8.926143785563374,3.2188758248682006,0.04543155054741317,False,0,medium,0.5530794707693413
BraTS-GLI-02285-100,sustraccion,prediction_component,1,21,11520.0,1.6984023266599966e-05,3.262372335347067e-08,1.4142135623730951,1,10.488088481701515,0.13483997249264842,0.8263006657894747,1.4,0,,15,20,92,99,105,111,-7.48646647433232,0.0,0.9990888952465918,True,0,medium,0.5530794707693413
BraTS-GLI-02285-100,sustraccion,prediction_component,2,19,9216.0,2.147533275462963e-05,5.2159350776834036e-08,1.4142135623730951,1,8.774964387392123,0.16116459280507606,0.8543319874271107,1.5,0,,15,19,98,104,72,77,-7.282667822870332,0.0,0.9997518194144487,True,0,medium,0.5530794707693413
BraTS-GLI-02285-100,sustraccion,prediction_component,3,14,6912.0,2.4362533060422576e-05,6.712700278491907e-08,1.4142135623730951,1,7.0710678118654755,0.2,0.9458781407605124,1.6666666666666667,0,,16,19,82,87,97,101,-7.1731027435946135,0.0,0.9999365514425618,True,0,medium,0.5530794707693413
BraTS-GLI-02285-100,sustraccion,prediction_component,4,70052,12830976.0,1.5241615449172435e-06,2.6273284798912844e-10,6.928203230275509,4,242.20239470327292,0.028605015399469486,0.2709213985086127,1.232,115,,17,156,30,184,27,152,-9.580485626457921,4.7535901911063645,0.0019236364091289964,False,0,medium,0.5530794707693413
BraTS-GLI-02285-100,sustraccion,prediction_component,5,66,27392.0,1.4558221441710582e-05,2.3970054173077957e-08,1.4142135623730951,1,15.066519173319364,0.09386465089278642,0.5641092516587063,2.2,0,,17,26,98,103,96,107,-7.620330984446019,0.0,0.9930928233429801,True,0,medium,0.5530794707693413
BraTS-GLI-02285-100,sustraccion,prediction_component,6,101,33024.0,1.6829718829277194e-05,3.203362551398577e-08,1.4142135623730951,1,16.431676725154983,0.08606629658238706,0.4895203413233883,1.5714285714285714,0,,18,25,99,109,62,73,-7.494393905806589,0.0,0.9937533529681799,True,0,medium,0.5530794707693413
BraTS-GLI-02285-100,sustraccion,prediction_component,7,17,7168.0,2.8012503667152895e-05,8.874752009735003e-08,1.4142135623730951,1,6.928203230275509,0.20412414523193154,0.8866010210973454,1.0,0,,20,24,101,105,108,112,-7.051843773744237,0.0,0.9999546688380104,True,0,medium,0.5530794707693413
BraTS-GLI-02285-100,sustraccion,prediction_component,8,28,11520.0,2.264536435546662e-05,5.7997730406170074e-08,1.4142135623730951,1,9.486832980505138,0.14907119849998599,0.7507439778384809,1.75,0,,20,27,102,107,95,99,-7.23658900111572,0.0,0.9996433738985508,True,0,medium,0.5530794707693413
BraTS-GLI-02285-100,sustraccion,prediction_component,10,52,19712.0,1.87891575433149e-05,3.992702845368756e-08,1.4142135623730951,1,13.416407864998739,0.10540925533894598,0.6107686723568493,2.5,0,,22,26,74,82,53,63,-7.398733010721975,0.0,0.9978538009222282,True,0,medium,0.5530794707693413
BraTS-GLI-02285-100,sustraccion,prediction_component,11,423,114688.0,1.0890890672064038e-05,1.3414644571375857e-08,1.4142135623730951,1,30.479501308256342,0.04639884189935911,0.30369041040744166,2.0,0,,22,33,98,116,47,69,-7.872420829718475,0.0,0.915996845774608,True,0,medium,0.5530794707693413
BraTS-GLI-02285-100,sustraccion,prediction_component,12,123,48384.0,1.1557195430922008e-05,1.5106271570373068e-08,1.4142135623730951,1,21.540659228538015,0.06565321642986129,0.45839812278150716,2.0,0,,24,32,96,112,122,134,-7.8208427121150645,0.0,0.9677427879209842,True,0,medium,0.5530794707693413
BraTS-GLI-02285-100,sustraccion,prediction_component,13,35,14336.0,2.0390414574617338e-05,4.702236683358727e-08,1.4142135623730951,1,11.180339887498949,0.12649110640673517,0.6969289728874266,1.6,0,,24,29,110,116,91,99,-7.327695514792177,0.0,0.9991255507089957,True,0,medium,0.5530794707693413
