case_id,method,source,component_label,volume_vox,surface_area_proxy,compactness_v_over_s15,isoperimetric_quotient,inscribed_radius_vox,inscribed_radius_grid_step,bbox_diag_vox,radius_over_bbox_diag,radius_over_equiv_sphere,elongation_max_over_min,eroded_subcomponents,overlap_gt_vox,z0,z1,y0,y1,x0,x1,log10_isoperimetric,log1p_eroded_subcomponents,shape_score_prob_true_et,accepted_shape,fold,vol_bin,shape_threshold
BraTS-GLI-02817-101,otsu_T1c,prediction_component,1,862861,46853888.0,2.6904342768991877e-06,8.186478926666013e-10,14.966629547095765,4,251.09759058979438,0.05960483138026602,0.2534194431417124,1.3306451612903225,45,,13,156,22,187,27,151,-9.08690285178407,3.828641396489095,0.028011249004956492,False,3,medium,0.5309848428280338
BraTS-GLI-02817-101,gmm_T1c,prediction_component,1,946153,40247552.0,3.7055456297025716e-06,1.552947251571271e-09,16.492422502470642,4,249.9639974076267,0.06597919169765781,0.2708071946201982,1.3306451612903225,12,,13,154,23,188,27,151,-8.808843295553206,2.5649493574615367,0.14032187782494301,False,3,medium,0.5309848428280338
BraTS-GLI-02817-101,gmm_2d,prediction_component,1,20892,3646976.0,2.999719589082548e-06,1.0176857462902657e-09,4.47213595499958,2,154.79341071247185,0.028890996938536063,0.26174869707896464,1.452054794520548,44,,22,108,18,91,43,149,-8.992386308169866,3.8066624897703196,0.024350047564802305,False,3,medium,0.5309848428280338
BraTS-GLI-02817-101,gmm_2d,prediction_component,2,642,125184.0,1.4494785451656082e-05,2.3761615076122098e-08,2.8284271247461903,1,31.701734968294716,0.08921994734909411,0.5285217373254949,2.0,1,,25,36,63,83,108,130,-7.6241240437072815,0.6931471805599453,0.9897489329927385,True,3,medium,0.5309848428280338
BraTS-GLI-02817-101,gmm_2d,prediction_component,3,38,13824.0,2.3379381024587062e-05,6.181848980958109e-08,1.7320508075688772,1,9.848857801796104,0.17586311452816475,0.8304795924748166,1.2,0,,31,37,40,46,122,127,-7.2088816087094125,0.0,0.9998546895173824,True,3,medium,0.5309848428280338
BraTS-GLI-02817-101,gmm_2d,prediction_component,4,4175,755968.0,6.351866494871166e-06,4.563048619964517e-09,3.3166247903554,1,87.3269717784832,0.03797938624012375,0.3320272428697912,1.5609756097560976,12,,31,72,89,153,97,140,-8.340744903730121,2.5649493574615367,0.4070486241203809,False,3,medium,0.5309848428280338
BraTS-GLI-02817-101,gmm_2d,prediction_component,5,51,17664.0,2.1723839827382773e-05,5.337348459431324e-08,1.7320508075688772,1,11.090536506409418,0.15617376188860604,0.7528933105024771,1.4,0,,32,39,70,75,126,133,-7.272674442490021,0.0,0.9996711030560619,True,3,medium,0.5309848428280338
BraTS-GLI-02817-101,gmm_2d,prediction_component,6,96,29696.0,1.8759631416054537e-05,3.9801640794369685e-08,1.7320508075688772,1,14.071247279470288,0.12309149097933272,0.6097705134516743,1.4285714285714286,0,,36,43,44,54,130,137,-7.400099024075746,0.0,0.9985459577383736,True,3,medium,0.5309848428280338
BraTS-GLI-02817-101,gmm_2d,prediction_component,7,25,9984.0,2.5060120224403912e-05,7.102621534903521e-08,1.7320508075688772,1,8.660254037844387,0.19999999999999996,0.9548683406603533,1.0,0,,36,41,51,56,92,97,-7.14858132620955,0.0,0.9999479890581185,True,3,medium,0.5309848428280338
BraTS-GLI-02817-101,gmm_2d,prediction_component,8,2410,428800.0,8.582916304183058e-06,8.331479471280889e-09,2.8284271247461903,1,54.415071441651165,0.051978745039030036,0.34007041318142317,1.4615384615384615,3,,37,63,91,129,51,80,-8.079277871442983,1.3862943611198906,0.7960551040237855,True,3,medium,0.5309848428280338
