case_id,fold,method,vol_bin,k_top_persistent_components,gt_vox,pred_vox,global_dice,global_jaccard,overseg_ratio,correct_absent_pred_lt_10_vox,flood_gt_10000_vox,gt_components,pred_components,matched_components,lesion_tp,lesion_fn,lesion_fp,lesion_dice_sum,lesionwise_dice_mean,lesionwise_dice_median,lesion_detection_rate_dice_gt_0,lesion_detection_rate_dice_ge_0_1
BraTS-GLI-02851-100,3,otsu_T1c,absent,0,0,0,,,,True,False,0,0,,,,,,,,,
BraTS-GLI-02851-100,3,otsu_T1c,absent,1,0,17160,,,,False,True,0,1,,,,,,,,,
BraTS-GLI-02851-100,3,otsu_T1c,absent,2,0,17160,,,,False,True,0,1,,,,,,,,,
BraTS-GLI-02851-100,3,otsu_T1c,absent,3,0,17160,,,,False,True,0,1,,,,,,,,,
BraTS-GLI-02851-100,3,otsu_T1c,absent,4,0,17160,,,,False,True,0,1,,,,,,,,,
BraTS-GLI-02851-100,3,otsu_T1c,absent,5,0,17160,,,,False,True,0,1,,,,,,,,,
BraTS-GLI-02851-100,3,gmm_T1c,absent,0,0,0,,,,True,False,0,0,,,,,,,,,
BraTS-GLI-02851-100,3,gmm_T1c,absent,1,0,20360,,,,False,True,0,1,,,,,,,,,
BraTS-GLI-02851-100,3,gmm_T1c,absent,2,0,20360,,,,False,True,0,1,,,,,,,,,
BraTS-GLI-02851-100,3,gmm_T1c,absent,3,0,20360,,,,False,True,0,1,,,,,,,,,
BraTS-GLI-02851-100,3,gmm_T1c,absent,4,0,20360,,,,False,True,0,1,,,,,,,,,
BraTS-GLI-02851-100,3,gmm_T1c,absent,5,0,20360,,,,False,True,0,1,,,,,,,,,
BraTS-GLI-02851-100,3,sustraccion,absent,0,0,0,,,,True,False,0,0,,,,,,,,,
BraTS-GLI-02851-100,3,sustraccion,absent,1,0,69941,,,,False,True,0,1,,,,,,,,,
BraTS-GLI-02851-100,3,sustraccion,absent,2,0,71187,,,,False,True,0,2,,,,,,,,,
BraTS-GLI-02851-100,3,sustraccion,absent,3,0,71947,,,,False,True,0,3,,,,,,,,,
BraTS-GLI-02851-100,3,sustraccion,absent,4,0,72430,,,,False,True,0,4,,,,,,,,,
BraTS-GLI-02851-100,3,sustraccion,absent,5,0,72822,,,,False,True,0,5,,,,,,,,,
BraTS-GLI-02851-100,3,gmm_2d,absent,0,0,0,,,,True,False,0,0,,,,,,,,,
BraTS-GLI-02851-100,3,gmm_2d,absent,1,0,61811,,,,False,True,0,1,,,,,,,,,
BraTS-GLI-02851-100,3,gmm_2d,absent,2,0,62777,,,,False,True,0,2,,,,,,,,,
BraTS-GLI-02851-100,3,gmm_2d,absent,3,0,63000,,,,False,True,0,3,,,,,,,,,
BraTS-GLI-02851-100,3,gmm_2d,absent,4,0,63156,,,,False,True,0,4,,,,,,,,,
BraTS-GLI-02851-100,3,gmm_2d,absent,5,0,63225,,,,False,True,0,5,,,,,,,,,
BraTS-GLI-02851-100,3,variational_spline,absent,0,0,0,,,,True,False,0,0,,,,,,,,,
BraTS-GLI-02851-100,3,variational_spline,absent,1,0,20360,,,,False,True,0,1,,,,,,,,,
BraTS-GLI-02851-100,3,variational_spline,absent,2,0,20360,,,,False,True,0,1,,,,,,,,,
BraTS-GLI-02851-100,3,variational_spline,absent,3,0,20360,,,,False,True,0,1,,,,,,,,,
BraTS-GLI-02851-100,3,variational_spline,absent,4,0,20360,,,,False,True,0,1,,,,,,,,,
BraTS-GLI-02851-100,3,variational_spline,absent,5,0,20360,,,,False,True,0,1,,,,,,,,,
