case_id,fold,method,vol_bin,k_top_persistent_components,gt_vox,pred_vox,global_dice,global_jaccard,overseg_ratio,correct_absent_pred_lt_10_vox,flood_gt_10000_vox,gt_components,pred_components,matched_components,lesion_tp,lesion_fn,lesion_fp,lesion_dice_sum,lesionwise_dice_mean,lesionwise_dice_median,lesion_detection_rate_dice_gt_0,lesion_detection_rate_dice_ge_0_1
BraTS-GLI-02699-100,2,otsu_T1c,large,0,14387,0,0.0,0.0,0.0,,False,4,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0
BraTS-GLI-02699-100,2,otsu_T1c,large,1,14387,21372,0.0,0.0,1.4855077500521303,,True,4,1,0,0,4,1,0.0,0.0,0.0,0.0,0.0
BraTS-GLI-02699-100,2,otsu_T1c,large,2,14387,21372,0.0,0.0,1.4855077500521303,,True,4,1,0,0,4,1,0.0,0.0,0.0,0.0,0.0
BraTS-GLI-02699-100,2,otsu_T1c,large,3,14387,21372,0.0,0.0,1.4855077500521303,,True,4,1,0,0,4,1,0.0,0.0,0.0,0.0,0.0
BraTS-GLI-02699-100,2,otsu_T1c,large,4,14387,21372,0.0,0.0,1.4855077500521303,,True,4,1,0,0,4,1,0.0,0.0,0.0,0.0,0.0
BraTS-GLI-02699-100,2,otsu_T1c,large,5,14387,21372,0.0,0.0,1.4855077500521303,,True,4,1,0,0,4,1,0.0,0.0,0.0,0.0,0.0
BraTS-GLI-02699-100,2,gmm_T1c,large,0,14387,0,0.0,0.0,0.0,,False,4,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0
BraTS-GLI-02699-100,2,gmm_T1c,large,1,14387,29113,0.25305747126436784,0.14485735340562164,2.023562938764162,,True,4,1,1,1,3,0,0.2555127441883087,0.06387818604707718,0.0,0.25,0.25
BraTS-GLI-02699-100,2,gmm_T1c,large,2,14387,29113,0.25305747126436784,0.14485735340562164,2.023562938764162,,True,4,1,1,1,3,0,0.2555127441883087,0.06387818604707718,0.0,0.25,0.25
BraTS-GLI-02699-100,2,gmm_T1c,large,3,14387,29113,0.25305747126436784,0.14485735340562164,2.023562938764162,,True,4,1,1,1,3,0,0.2555127441883087,0.06387818604707718,0.0,0.25,0.25
BraTS-GLI-02699-100,2,gmm_T1c,large,4,14387,29113,0.25305747126436784,0.14485735340562164,2.023562938764162,,True,4,1,1,1,3,0,0.2555127441883087,0.06387818604707718,0.0,0.25,0.25
BraTS-GLI-02699-100,2,gmm_T1c,large,5,14387,29113,0.25305747126436784,0.14485735340562164,2.023562938764162,,True,4,1,1,1,3,0,0.2555127441883087,0.06387818604707718,0.0,0.25,0.25
BraTS-GLI-02699-100,2,sustraccion,large,0,14387,0,0.0,0.0,0.0,,False,4,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0
BraTS-GLI-02699-100,2,sustraccion,large,1,14387,100592,0.20636811939571573,0.11505600543082965,6.991867658302635,,True,4,1,1,1,3,0,0.2071211040019989,0.051780276000499725,0.0,0.25,0.25
BraTS-GLI-02699-100,2,sustraccion,large,2,14387,101328,0.20505552434861513,0.11424059469817334,7.043024953082644,,True,4,2,1,1,3,1,0.2071211040019989,0.0414242222905159,0.0,0.25,0.25
BraTS-GLI-02699-100,2,sustraccion,large,3,14387,101547,0.204668173270999,0.1140001921783415,7.058247028567457,,True,4,3,1,1,3,2,0.2071211040019989,0.03452018275856972,0.0,0.25,0.25
BraTS-GLI-02699-100,2,sustraccion,large,4,14387,101559,0.2046469908405637,0.11398704867316155,7.059081114895392,,True,4,4,1,1,3,3,0.2071211040019989,0.0295887291431427,0.0,0.25,0.25
BraTS-GLI-02699-100,2,sustraccion,large,5,14387,101615,0.20454819744487163,0.11392575236705141,7.062973517759088,,True,4,5,1,1,3,4,0.2071211040019989,0.025890138000249863,0.0,0.25,0.25
BraTS-GLI-02699-100,2,gmm_2d,large,0,14387,0,0.0,0.0,0.0,,False,4,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0
BraTS-GLI-02699-100,2,gmm_2d,large,1,14387,102083,0.233296127758221,0.13205163096302633,7.095502884548551,,True,4,1,1,1,3,0,0.2341364175081253,0.058534104377031326,0.0,0.25,0.25
BraTS-GLI-02699-100,2,gmm_2d,large,2,14387,102689,0.23208855785985172,0.13127838438496472,7.137624244109265,,True,4,2,1,1,3,1,0.2341364175081253,0.046827282756567,0.0,0.25,0.25
BraTS-GLI-02699-100,2,gmm_2d,large,3,14387,103027,0.23142044389936464,0.1308510228454752,7.161117675679433,,True,4,3,1,1,3,2,0.2341364175081253,0.03902273625135422,0.0,0.25,0.25
