case_id,fold,method,vol_bin,k_top_persistent_components,gt_vox,pred_vox,global_dice,global_jaccard,overseg_ratio,correct_absent_pred_lt_10_vox,flood_gt_10000_vox,gt_components,pred_components,matched_components,lesion_tp,lesion_fn,lesion_fp,lesion_dice_sum,lesionwise_dice_mean,lesionwise_dice_median,lesion_detection_rate_dice_gt_0,lesion_detection_rate_dice_ge_0_1
BraTS-GLI-02247-100,2,otsu_T1c,small,0,8,0,0.0,0.0,0.0,,False,0,0,0,0,0,0,0.0,,,,
BraTS-GLI-02247-100,2,otsu_T1c,small,1,8,18791,0.0,0.0,2348.875,,True,0,1,0,0,0,1,0.0,,,,
BraTS-GLI-02247-100,2,otsu_T1c,small,2,8,18791,0.0,0.0,2348.875,,True,0,1,0,0,0,1,0.0,,,,
BraTS-GLI-02247-100,2,otsu_T1c,small,3,8,18791,0.0,0.0,2348.875,,True,0,1,0,0,0,1,0.0,,,,
BraTS-GLI-02247-100,2,otsu_T1c,small,4,8,18791,0.0,0.0,2348.875,,True,0,1,0,0,0,1,0.0,,,,
BraTS-GLI-02247-100,2,otsu_T1c,small,5,8,18791,0.0,0.0,2348.875,,True,0,1,0,0,0,1,0.0,,,,
BraTS-GLI-02247-100,2,gmm_T1c,small,0,8,0,0.0,0.0,0.0,,False,0,0,0,0,0,0,0.0,,,,
BraTS-GLI-02247-100,2,gmm_T1c,small,1,8,21386,0.0,0.0,2673.25,,True,0,1,0,0,0,1,0.0,,,,
BraTS-GLI-02247-100,2,gmm_T1c,small,2,8,21386,0.0,0.0,2673.25,,True,0,1,0,0,0,1,0.0,,,,
BraTS-GLI-02247-100,2,gmm_T1c,small,3,8,21386,0.0,0.0,2673.25,,True,0,1,0,0,0,1,0.0,,,,
BraTS-GLI-02247-100,2,gmm_T1c,small,4,8,21386,0.0,0.0,2673.25,,True,0,1,0,0,0,1,0.0,,,,
BraTS-GLI-02247-100,2,gmm_T1c,small,5,8,21386,0.0,0.0,2673.25,,True,0,1,0,0,0,1,0.0,,,,
BraTS-GLI-02247-100,2,sustraccion,small,0,8,0,0.0,0.0,0.0,,False,0,0,0,0,0,0,0.0,,,,
BraTS-GLI-02247-100,2,sustraccion,small,1,8,25092,0.0,0.0,3136.5,,True,0,1,0,0,0,1,0.0,,,,
BraTS-GLI-02247-100,2,sustraccion,small,2,8,25241,0.0,0.0,3155.125,,True,0,2,0,0,0,2,0.0,,,,
BraTS-GLI-02247-100,2,sustraccion,small,3,8,25305,0.0,0.0,3163.125,,True,0,3,0,0,0,3,0.0,,,,
BraTS-GLI-02247-100,2,sustraccion,small,4,8,25359,0.0,0.0,3169.875,,True,0,4,0,0,0,4,0.0,,,,
BraTS-GLI-02247-100,2,sustraccion,small,5,8,25389,0.0,0.0,3173.625,,True,0,5,0,0,0,5,0.0,,,,
BraTS-GLI-02247-100,2,gmm_2d,small,0,8,0,0.0,0.0,0.0,,False,0,0,0,0,0,0,0.0,,,,
BraTS-GLI-02247-100,2,gmm_2d,small,1,8,1036464,1.1577736784013462e-05,5.7889019031979825e-06,129558.0,,True,0,1,0,0,0,1,0.0,,,,
BraTS-GLI-02247-100,2,gmm_2d,small,2,8,1036489,1.157745753243859e-05,5.788762275794001e-06,129561.125,,True,0,2,0,0,0,2,0.0,,,,
BraTS-GLI-02247-100,2,gmm_2d,small,3,8,1036554,1.157673154138392e-05,5.788399276064197e-06,129569.25,,True,0,3,0,0,0,3,0.0,,,,
BraTS-GLI-02247-100,2,gmm_2d,small,4,8,1036579,1.1576452338298666e-05,5.7882596729054456e-06,129572.375,,True,0,4,0,0,0,4,0.0,,,,
BraTS-GLI-02247-100,2,gmm_2d,small,5,8,1036604,1.1576173148680509e-05,5.78812007648036e-06,129575.5,,True,0,5,0,0,0,5,0.0,,,,
BraTS-GLI-02247-100,2,variational_spline,small,0,8,0,0.0,0.0,0.0,,False,0,0,0,0,0,0,0.0,,,,
BraTS-GLI-02247-100,2,variational_spline,small,1,8,21345,0.0,0.0,2668.125,,True,0,1,0,0,0,1,0.0,,,,
BraTS-GLI-02247-100,2,variational_spline,small,2,8,21345,0.0,0.0,2668.125,,True,0,1,0,0,0,1,0.0,,,,
BraTS-GLI-02247-100,2,variational_spline,small,3,8,21345,0.0,0.0,2668.125,,True,0,1,0,0,0,1,0.0,,,,
BraTS-GLI-02247-100,2,variational_spline,small,4,8,21345,0.0,0.0,2668.125,,True,0,1,0,0,0,1,0.0,,,,
BraTS-GLI-02247-100,2,variational_spline,small,5,8,21345,0.0,0.0,2668.125,,True,0,1,0,0,0,1,0.0,,,,
