case_id,fold,method,vol_bin,k_top_persistent_components,gt_vox,pred_vox,global_dice,global_jaccard,overseg_ratio,correct_absent_pred_lt_10_vox,flood_gt_10000_vox,gt_components,pred_components,matched_components,lesion_tp,lesion_fn,lesion_fp,lesion_dice_sum,lesionwise_dice_mean,lesionwise_dice_median,lesion_detection_rate_dice_gt_0,lesion_detection_rate_dice_ge_0_1
BraTS-GLI-00046-100,1,otsu_T1c,medium,0,6187,0,0.0,0.0,0.0,,False,2,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
BraTS-GLI-00046-100,1,otsu_T1c,medium,1,6187,10577,0.0,0.0,1.7095522870534994,,True,2,1,0,0,2,1,0.0,0.0,0.0,0.0,0.0
BraTS-GLI-00046-100,1,otsu_T1c,medium,2,6187,10577,0.0,0.0,1.7095522870534994,,True,2,1,0,0,2,1,0.0,0.0,0.0,0.0,0.0
BraTS-GLI-00046-100,1,otsu_T1c,medium,3,6187,10577,0.0,0.0,1.7095522870534994,,True,2,1,0,0,2,1,0.0,0.0,0.0,0.0,0.0
BraTS-GLI-00046-100,1,otsu_T1c,medium,4,6187,10577,0.0,0.0,1.7095522870534994,,True,2,1,0,0,2,1,0.0,0.0,0.0,0.0,0.0
BraTS-GLI-00046-100,1,otsu_T1c,medium,5,6187,10577,0.0,0.0,1.7095522870534994,,True,2,1,0,0,2,1,0.0,0.0,0.0,0.0,0.0
BraTS-GLI-00046-100,1,gmm_T1c,medium,0,6187,0,0.0,0.0,0.0,,False,2,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
BraTS-GLI-00046-100,1,gmm_T1c,medium,1,6187,11199,0.0,0.0,1.8100856634879585,,True,2,1,0,0,2,1,0.0,0.0,0.0,0.0,0.0
BraTS-GLI-00046-100,1,gmm_T1c,medium,2,6187,11199,0.0,0.0,1.8100856634879585,,True,2,1,0,0,2,1,0.0,0.0,0.0,0.0,0.0
BraTS-GLI-00046-100,1,gmm_T1c,medium,3,6187,11199,0.0,0.0,1.8100856634879585,,True,2,1,0,0,2,1,0.0,0.0,0.0,0.0,0.0
BraTS-GLI-00046-100,1,gmm_T1c,medium,4,6187,11199,0.0,0.0,1.8100856634879585,,True,2,1,0,0,2,1,0.0,0.0,0.0,0.0,0.0
BraTS-GLI-00046-100,1,gmm_T1c,medium,5,6187,11199,0.0,0.0,1.8100856634879585,,True,2,1,0,0,2,1,0.0,0.0,0.0,0.0,0.0
BraTS-GLI-00046-100,1,sustraccion,medium,0,6187,0,0.0,0.0,0.0,,False,2,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
BraTS-GLI-00046-100,1,sustraccion,medium,1,6187,14700,0.0,0.0,2.3759495716825603,,True,2,1,0,0,2,1,0.0,0.0,0.0,0.0,0.0
BraTS-GLI-00046-100,1,sustraccion,medium,2,6187,21082,0.0,0.0,3.407467270082431,,True,2,2,0,0,2,2,0.0,0.0,0.0,0.0,0.0
BraTS-GLI-00046-100,1,sustraccion,medium,3,6187,26160,0.13120227532692366,0.07020678246484698,4.228220462259577,,True,2,3,1,1,1,2,0.37879329919815063,0.09469832479953766,0.18939664959907532,0.5,0.5
BraTS-GLI-00046-100,1,sustraccion,medium,4,6187,30384,0.11604823494025321,0.061598304740340795,4.910942298367545,,True,2,4,1,1,1,3,0.37879329919815063,0.07575865834951401,0.18939664959907532,0.5,0.5
BraTS-GLI-00046-100,1,sustraccion,medium,5,6187,34157,0.10519532024588539,0.0555177646381665,5.520769355099402,,True,2,5,1,1,1,4,0.37879329919815063,0.06313221901655197,0.18939664959907532,0.5,0.5
BraTS-GLI-00046-100,1,gmm_2d,medium,0,6187,0,0.0,0.0,0.0,,False,2,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
BraTS-GLI-00046-100,1,gmm_2d,medium,1,6187,452950,0.014174418528674447,0.007137796320547158,73.20995636010991,,True,2,1,1,1,1,0,0.013910550624132156,0.006955275312066078,0.006955275312066078,0.5,0.0
BraTS-GLI-00046-100,1,gmm_2d,medium,2,6187,453320,0.014163005133762924,0.007132007899126143,73.26975917245838,,True,2,2,1,1,1,1,0.013910550624132156,0.004636850208044052,0.006955275312066078,0.5,0.0
