case_id,fold,method,vol_bin,k_top_persistent_components,gt_vox,pred_vox,global_dice,global_jaccard,overseg_ratio,correct_absent_pred_lt_10_vox,flood_gt_10000_vox,gt_components,pred_components,matched_components,lesion_tp,lesion_fn,lesion_fp,lesion_dice_sum,lesionwise_dice_mean,lesionwise_dice_median,lesion_detection_rate_dice_gt_0,lesion_detection_rate_dice_ge_0_1
BraTS-GLI-02866-100,4,otsu_T1c,absent,0,0,0,,,,True,False,0,0,,,,,,,,,
BraTS-GLI-02866-100,4,otsu_T1c,absent,1,0,14396,,,,False,True,0,1,,,,,,,,,
BraTS-GLI-02866-100,4,otsu_T1c,absent,2,0,14396,,,,False,True,0,1,,,,,,,,,
BraTS-GLI-02866-100,4,otsu_T1c,absent,3,0,14396,,,,False,True,0,1,,,,,,,,,
BraTS-GLI-02866-100,4,otsu_T1c,absent,4,0,14396,,,,False,True,0,1,,,,,,,,,
BraTS-GLI-02866-100,4,otsu_T1c,absent,5,0,14396,,,,False,True,0,1,,,,,,,,,
BraTS-GLI-02866-100,4,gmm_T1c,absent,0,0,0,,,,True,False,0,0,,,,,,,,,
BraTS-GLI-02866-100,4,gmm_T1c,absent,1,0,18512,,,,False,True,0,1,,,,,,,,,
BraTS-GLI-02866-100,4,gmm_T1c,absent,2,0,18512,,,,False,True,0,1,,,,,,,,,
BraTS-GLI-02866-100,4,gmm_T1c,absent,3,0,18512,,,,False,True,0,1,,,,,,,,,
BraTS-GLI-02866-100,4,gmm_T1c,absent,4,0,18512,,,,False,True,0,1,,,,,,,,,
BraTS-GLI-02866-100,4,gmm_T1c,absent,5,0,18512,,,,False,True,0,1,,,,,,,,,
BraTS-GLI-02866-100,4,sustraccion,absent,0,0,0,,,,True,False,0,0,,,,,,,,,
BraTS-GLI-02866-100,4,sustraccion,absent,1,0,82279,,,,False,True,0,1,,,,,,,,,
BraTS-GLI-02866-100,4,sustraccion,absent,2,0,84891,,,,False,True,0,2,,,,,,,,,
BraTS-GLI-02866-100,4,sustraccion,absent,3,0,86663,,,,False,True,0,3,,,,,,,,,
BraTS-GLI-02866-100,4,sustraccion,absent,4,0,87697,,,,False,True,0,4,,,,,,,,,
BraTS-GLI-02866-100,4,sustraccion,absent,5,0,87780,,,,False,True,0,5,,,,,,,,,
BraTS-GLI-02866-100,4,gmm_2d,absent,0,0,0,,,,True,False,0,0,,,,,,,,,
BraTS-GLI-02866-100,4,gmm_2d,absent,1,0,95183,,,,False,True,0,1,,,,,,,,,
BraTS-GLI-02866-100,4,gmm_2d,absent,2,0,98299,,,,False,True,0,2,,,,,,,,,
BraTS-GLI-02866-100,4,gmm_2d,absent,3,0,100699,,,,False,True,0,3,,,,,,,,,
BraTS-GLI-02866-100,4,gmm_2d,absent,4,0,102978,,,,False,True,0,4,,,,,,,,,
BraTS-GLI-02866-100,4,gmm_2d,absent,5,0,103091,,,,False,True,0,5,,,,,,,,,
BraTS-GLI-02866-100,4,variational_spline,absent,0,0,0,,,,True,False,0,0,,,,,,,,,
BraTS-GLI-02866-100,4,variational_spline,absent,1,0,18518,,,,False,True,0,1,,,,,,,,,
BraTS-GLI-02866-100,4,variational_spline,absent,2,0,18518,,,,False,True,0,1,,,,,,,,,
BraTS-GLI-02866-100,4,variational_spline,absent,3,0,18518,,,,False,True,0,1,,,,,,,,,
BraTS-GLI-02866-100,4,variational_spline,absent,4,0,18518,,,,False,True,0,1,,,,,,,,,
BraTS-GLI-02866-100,4,variational_spline,absent,5,0,18518,,,,False,True,0,1,,,,,,,,,
