case_id,fold,method,vol_bin,k_top_persistent_components,gt_vox,pred_vox,global_dice,global_jaccard,overseg_ratio,correct_absent_pred_lt_10_vox,flood_gt_10000_vox,gt_components,pred_components,matched_components,lesion_tp,lesion_fn,lesion_fp,lesion_dice_sum,lesionwise_dice_mean,lesionwise_dice_median,lesion_detection_rate_dice_gt_0,lesion_detection_rate_dice_ge_0_1
BraTS-GLI-02248-102,0,otsu_T1c,absent,0,0,0,,,,True,False,0,0,,,,,,,,,
BraTS-GLI-02248-102,0,otsu_T1c,absent,1,0,11100,,,,False,True,0,1,,,,,,,,,
BraTS-GLI-02248-102,0,otsu_T1c,absent,2,0,11100,,,,False,True,0,1,,,,,,,,,
BraTS-GLI-02248-102,0,otsu_T1c,absent,3,0,11100,,,,False,True,0,1,,,,,,,,,
BraTS-GLI-02248-102,0,otsu_T1c,absent,4,0,11100,,,,False,True,0,1,,,,,,,,,
BraTS-GLI-02248-102,0,otsu_T1c,absent,5,0,11100,,,,False,True,0,1,,,,,,,,,
BraTS-GLI-02248-102,0,gmm_T1c,absent,0,0,0,,,,True,False,0,0,,,,,,,,,
BraTS-GLI-02248-102,0,gmm_T1c,absent,1,0,12388,,,,False,True,0,1,,,,,,,,,
BraTS-GLI-02248-102,0,gmm_T1c,absent,2,0,12388,,,,False,True,0,1,,,,,,,,,
BraTS-GLI-02248-102,0,gmm_T1c,absent,3,0,12388,,,,False,True,0,1,,,,,,,,,
BraTS-GLI-02248-102,0,gmm_T1c,absent,4,0,12388,,,,False,True,0,1,,,,,,,,,
BraTS-GLI-02248-102,0,gmm_T1c,absent,5,0,12388,,,,False,True,0,1,,,,,,,,,
BraTS-GLI-02248-102,0,sustraccion,absent,0,0,0,,,,True,False,0,0,,,,,,,,,
BraTS-GLI-02248-102,0,sustraccion,absent,1,0,47260,,,,False,True,0,1,,,,,,,,,
BraTS-GLI-02248-102,0,sustraccion,absent,2,0,49423,,,,False,True,0,2,,,,,,,,,
BraTS-GLI-02248-102,0,sustraccion,absent,3,0,50816,,,,False,True,0,3,,,,,,,,,
BraTS-GLI-02248-102,0,sustraccion,absent,4,0,51468,,,,False,True,0,4,,,,,,,,,
BraTS-GLI-02248-102,0,sustraccion,absent,5,0,51586,,,,False,True,0,5,,,,,,,,,
BraTS-GLI-02248-102,0,gmm_2d,absent,0,0,0,,,,True,False,0,0,,,,,,,,,
BraTS-GLI-02248-102,0,gmm_2d,absent,1,0,102974,,,,False,True,0,1,,,,,,,,,
BraTS-GLI-02248-102,0,gmm_2d,absent,2,0,105185,,,,False,True,0,2,,,,,,,,,
BraTS-GLI-02248-102,0,gmm_2d,absent,3,0,106310,,,,False,True,0,3,,,,,,,,,
BraTS-GLI-02248-102,0,gmm_2d,absent,4,0,107298,,,,False,True,0,4,,,,,,,,,
BraTS-GLI-02248-102,0,gmm_2d,absent,5,0,108259,,,,False,True,0,5,,,,,,,,,
BraTS-GLI-02248-102,0,variational_spline,absent,0,0,0,,,,True,False,0,0,,,,,,,,,
BraTS-GLI-02248-102,0,variational_spline,absent,1,0,12388,,,,False,True,0,1,,,,,,,,,
BraTS-GLI-02248-102,0,variational_spline,absent,2,0,12388,,,,False,True,0,1,,,,,,,,,
BraTS-GLI-02248-102,0,variational_spline,absent,3,0,12388,,,,False,True,0,1,,,,,,,,,
BraTS-GLI-02248-102,0,variational_spline,absent,4,0,12388,,,,False,True,0,1,,,,,,,,,
BraTS-GLI-02248-102,0,variational_spline,absent,5,0,12388,,,,False,True,0,1,,,,,,,,,
