case_id,fold,method,mode,shape_score_threshold,score_engine,vol_bin,gt_vox,pred_vox,flood_gt_10000_vox,correct_absent_pred_lt_10_vox,lesionwise_dice_mean,lesion_tp,lesion_fn,lesion_fp,dominant_found
BraTS-GLI-02801-100,0,otsu_T1c,soft_shape_score_threshold,0.0,component_overlap_v1,large,13195,20565,True,,0.2194751650094986,1,1,0,True
BraTS-GLI-02801-100,0,otsu_T1c,soft_shape_score_threshold,0.001,component_overlap_v1,large,13195,20565,True,,0.2194751650094986,1,1,0,True
BraTS-GLI-02801-100,0,otsu_T1c,soft_shape_score_threshold,0.005,component_overlap_v1,large,13195,20565,True,,0.2194751650094986,1,1,0,True
BraTS-GLI-02801-100,0,otsu_T1c,soft_shape_score_threshold,0.01,component_overlap_v1,large,13195,20565,True,,0.2194751650094986,1,1,0,True
BraTS-GLI-02801-100,0,otsu_T1c,soft_shape_score_threshold,0.02,component_overlap_v1,large,13195,0,False,,0.0,0,2,0,False
BraTS-GLI-02801-100,0,otsu_T1c,soft_shape_score_threshold,0.05,component_overlap_v1,large,13195,0,False,,0.0,0,2,0,False
BraTS-GLI-02801-100,0,otsu_T1c,soft_shape_score_threshold,0.1,component_overlap_v1,large,13195,0,False,,0.0,0,2,0,False
BraTS-GLI-02801-100,0,otsu_T1c,soft_shape_score_threshold,0.2,component_overlap_v1,large,13195,0,False,,0.0,0,2,0,False
BraTS-GLI-02801-100,0,otsu_T1c,soft_shape_score_threshold,0.3,component_overlap_v1,large,13195,0,False,,0.0,0,2,0,False
BraTS-GLI-02801-100,0,otsu_T1c,soft_shape_score_threshold,0.4,component_overlap_v1,large,13195,0,False,,0.0,0,2,0,False
BraTS-GLI-02801-100,0,otsu_T1c,soft_shape_score_threshold,0.5,component_overlap_v1,large,13195,0,False,,0.0,0,2,0,False
BraTS-GLI-02801-100,0,otsu_T1c,soft_shape_score_threshold,0.55,component_overlap_v1,large,13195,0,False,,0.0,0,2,0,False
BraTS-GLI-02801-100,0,gmm_T1c,soft_shape_score_threshold,0.0,component_overlap_v1,large,13195,23557,True,,0.2209022045135498,1,1,0,True
BraTS-GLI-02801-100,0,gmm_T1c,soft_shape_score_threshold,0.001,component_overlap_v1,large,13195,23557,True,,0.2209022045135498,1,1,0,True
BraTS-GLI-02801-100,0,gmm_T1c,soft_shape_score_threshold,0.005,component_overlap_v1,large,13195,23557,True,,0.2209022045135498,1,1,0,True
BraTS-GLI-02801-100,0,gmm_T1c,soft_shape_score_threshold,0.01,component_overlap_v1,large,13195,23557,True,,0.2209022045135498,1,1,0,True
BraTS-GLI-02801-100,0,gmm_T1c,soft_shape_score_threshold,0.02,component_overlap_v1,large,13195,0,False,,0.0,0,2,0,False
BraTS-GLI-02801-100,0,gmm_T1c,soft_shape_score_threshold,0.05,component_overlap_v1,large,13195,0,False,,0.0,0,2,0,False
BraTS-GLI-02801-100,0,gmm_T1c,soft_shape_score_threshold,0.1,component_overlap_v1,large,13195,0,False,,0.0,0,2,0,False
BraTS-GLI-02801-100,0,gmm_T1c,soft_shape_score_threshold,0.2,component_overlap_v1,large,13195,0,False,,0.0,0,2,0,False
BraTS-GLI-02801-100,0,gmm_T1c,soft_shape_score_threshold,0.3,component_overlap_v1,large,13195,0,False,,0.0,0,2,0,False
BraTS-GLI-02801-100,0,gmm_T1c,soft_shape_score_threshold,0.4,component_overlap_v1,large,13195,0,False,,0.0,0,2,0,False
BraTS-GLI-02801-100,0,gmm_T1c,soft_shape_score_threshold,0.5,component_overlap_v1,large,13195,0,False,,0.0,0,2,0,False
BraTS-GLI-02801-100,0,gmm_T1c,soft_shape_score_threshold,0.55,component_overlap_v1,large,13195,0,False,,0.0,0,2,0,False
BraTS-GLI-02801-100,0,sustraccion,soft_shape_score_threshold,0.0,component_overlap_v1,large,13195,106651,True,,0.007136357948184013,2,0,156,True
BraTS-GLI-02801-100,0,sustraccion,soft_shape_score_threshold,0.001,component_overlap_v1,large,13195,10595,True,,0.0059677669778466225,1,1,156,True
BraTS-GLI-02801-100,0,sustraccion,soft_shape_score_threshold,0.005,component_overlap_v1,large,13195,10595,True,,0.0059677669778466225,1,1,156,True
BraTS-GLI-02801-100,0,sustraccion,soft_shape_score_threshold,0.01,component_overlap_v1,large,13195,10595,True,,0.0059677669778466225,1,1,156,True
BraTS-GLI-02801-100,0,sustraccion,soft_shape_score_threshold,0.02,component_overlap_v1,large,13195,10595,True,,0.0059677669778466225,1,1,156,True
BraTS-GLI-02801-100,0,sustraccion,soft_shape_score_threshold,0.05,component_overlap_v1,large,13195,10595,True,,0.0059677669778466225,1,1,156,True
BraTS-GLI-02801-100,0,sustraccion,soft_shape_score_threshold,0.1,component_overlap_v1,large,13195,10595,True,,0.0059677669778466225,1,1,156,True
BraTS-GLI-02801-100,0,sustraccion,soft_shape_score_threshold,0.2,component_overlap_v1,large,13195,10595,True,,0.0059677669778466225,1,1,156,True
BraTS-GLI-02801-100,0,sustraccion,soft_shape_score_threshold,0.3,component_overlap_v1,large,13195,10595,True,,0.0059677669778466225,1,1,156,True
BraTS-GLI-02801-100,0,sustraccion,soft_shape_score_threshold,0.4,component_overlap_v1,large,13195,10595,True,,0.0059677669778466225,1,1,156,True
BraTS-GLI-02801-100,0,sustraccion,soft_shape_score_threshold,0.5,component_overlap_v1,large,13195,10595,True,,0.0059677669778466225,1,1,156,True
BraTS-GLI-02801-100,0,sustraccion,soft_shape_score_threshold,0.55,component_overlap_v1,large,13195,10595,True,,0.0059677669778466225,1,1,156,True
BraTS-GLI-02801-100,0,gmm_2d,soft_shape_score_threshold,0.0,component_overlap_v1,large,13195,115032,True,,0.009579477831721306,2,0,112,True
BraTS-GLI-02801-100,0,gmm_2d,soft_shape_score_threshold,0.001,component_overlap_v1,large,13195,115032,True,,0.009579477831721306,2,0,112,True
BraTS-GLI-02801-100,0,gmm_2d,soft_shape_score_threshold,0.005,component_overlap_v1,large,13195,20339,True,,0.007706132251769304,1,1,112,True
BraTS-GLI-02801-100,0,gmm_2d,soft_shape_score_threshold,0.01,component_overlap_v1,large,13195,20339,True,,0.007706132251769304,1,1,112,True
BraTS-GLI-02801-100,0,gmm_2d,soft_shape_score_threshold,0.02,component_overlap_v1,large,13195,20339,True,,0.007706132251769304,1,1,112,True
BraTS-GLI-02801-100,0,gmm_2d,soft_shape_score_threshold,0.05,component_overlap_v1,large,13195,20339,True,,0.007706132251769304,1,1,112,True
BraTS-GLI-02801-100,0,gmm_2d,soft_shape_score_threshold,0.1,component_overlap_v1,large,13195,20339,True,,0.007706132251769304,1,1,112,True
BraTS-GLI-02801-100,0,gmm_2d,soft_shape_score_threshold,0.2,component_overlap_v1,large,13195,20339,True,,0.007706132251769304,1,1,112,True
BraTS-GLI-02801-100,0,gmm_2d,soft_shape_score_threshold,0.3,component_overlap_v1,large,13195,20339,True,,0.007706132251769304,1,1,112,True
BraTS-GLI-02801-100,0,gmm_2d,soft_shape_score_threshold,0.4,component_overlap_v1,large,13195,20339,True,,0.007706132251769304,1,1,112,True
BraTS-GLI-02801-100,0,gmm_2d,soft_shape_score_threshold,0.5,component_overlap_v1,large,13195,17406,True,,0.007774328347295523,1,1,111,True
BraTS-GLI-02801-100,0,gmm_2d,soft_shape_score_threshold,0.55,component_overlap_v1,large,13195,17406,True,,0.007774328347295523,1,1,111,True
BraTS-GLI-02801-100,0,variational_spline,soft_shape_score_threshold,0.0,component_overlap_v1,large,13195,23589,True,,0.22129684686660767,1,1,0,True
BraTS-GLI-02801-100,0,variational_spline,soft_shape_score_threshold,0.001,component_overlap_v1,large,13195,23589,True,,0.22129684686660767,1,1,0,True
BraTS-GLI-02801-100,0,variational_spline,soft_shape_score_threshold,0.005,component_overlap_v1,large,13195,23589,True,,0.22129684686660767,1,1,0,True
