case_id,method,source,component_label,component_rank_by_volume,volume_vox,enh_max,enh_mean,candidate_policy,n_metric_components_in_mask,ph_error,ph_h0_max_persistence,ph_h0_second_persistence,ph_h0_n_ge_0_10,ph_h1_max_persistence,ph_h2_max_persistence,ph_downsample_step,ph_crop_voxels,ph_runtime_s
BraTS-GLI-02983-101,GT_ET,true_et_cohort,1,2,39,0.552841067314148,0.19098414480686188,all_components,2,,0.552841067314148,0.058616310358047485,1,0.0,0.0,1,810,0.003086499869823456
BraTS-GLI-02983-101,GT_ET,true_et_cohort,2,1,1806,0.40114152431488037,0.041806116700172424,all_components,2,,0.40114152431488037,0.21134698390960693,4,0.040716249495744705,0.0,1,13662,0.059889400377869606
BraTS-GLI-02983-101,otsu_T1c,prediction_component,1,1,12508,0.8773097991943359,0.3284358084201813,top5_volume_union_top5_enh,1,,0.8449192643165588,0.44429585337638855,34,0.4072047472000122,0.19939406216144562,2,128856,0.6938955998048186
BraTS-GLI-02983-101,gmm_T1c,prediction_component,1,1,19121,1.0,0.29633378982543945,top5_volume_union_top5_enh,1,,0.9688605666160583,0.6725419759750366,68,0.3909478485584259,0.17515444662421942,2,206388,1.0629572002217174
BraTS-GLI-02983-101,sustraccion,prediction_component,7,1,26620,1.0,0.2797970175743103,top5_volume_union_top5_enh,137,,1.0,0.9598618447780609,126,0.5724427103996277,0.18776901438832283,2,243712,1.2798302001319826
BraTS-GLI-02983-101,sustraccion,prediction_component,25,2,6910,1.0,0.3854195475578308,top5_volume_union_top5_enh,137,,1.0,1.0,63,0.4908629357814789,0.0,2,145089,0.7457770998589694
BraTS-GLI-02983-101,sustraccion,prediction_component,108,3,1504,0.7462634444236755,0.24625638127326965,top5_volume_union_top5_enh,137,,0.7462634444236755,0.34526917338371277,18,0.21894077956676483,0.0,1,27000,0.11606730008497834
BraTS-GLI-02983-101,sustraccion,prediction_component,48,4,1436,0.9634362459182739,0.3916909396648407,top5_volume_union_top5_enh,137,,0.9634362459182739,0.2829305827617645,8,0.37786930799484253,0.17343701422214508,1,48960,0.225186999887228
BraTS-GLI-02983-101,sustraccion,prediction_component,4,5,547,1.0,0.26247504353523254,top5_volume_union_top5_enh,137,,1.0,0.48793770372867584,7,0.18138566613197327,0.0,1,24360,0.10872989986091852
BraTS-GLI-02983-101,sustraccion,prediction_component,1,27,85,1.0,0.44663184881210327,top5_volume_union_top5_enh,137,,1.0,0.23527827858924866,3,0.0977228581905365,0.0,1,1920,0.007991900201886892
BraTS-GLI-02983-101,sustraccion,prediction_component,3,27,85,1.0,0.5978723168373108,top5_volume_union_top5_enh,137,,1.0,0.0027315616607666016,1,0.0,0.0,1,2400,0.010633499827235937
BraTS-GLI-02983-101,sustraccion,prediction_component,2,23,110,1.0,0.697115957736969,top5_volume_union_top5_enh,137,,1.0,0.0,1,0.0,0.0,1,2805,0.010903500020503998
BraTS-GLI-02983-101,gmm_2d,prediction_component,21,1,9552,0.8605204820632935,0.12729942798614502,top5_volume_union_top5_enh,216,,0.8245714902877808,0.7677396535873413,64,0.16163896024227142,0.0,2,97440,0.4742787000723183
BraTS-GLI-02983-101,gmm_2d,prediction_component,94,2,5205,0.8218295574188232,0.13513079285621643,top5_volume_union_top5_enh,216,,0.8218295574188232,0.5619510412216187,46,0.31786036491394043,0.05853017792105675,1,271425,1.4671176001429558
BraTS-GLI-02983-101,gmm_2d,prediction_component,29,3,2281,0.9329468607902527,0.1240445077419281,top5_volume_union_top5_enh,216,,0.9329468607902527,0.7922748178243637,25,0.2886825203895569,0.018349124118685722,1,67200,0.32909099990502
BraTS-GLI-02983-101,gmm_2d,prediction_component,42,4,2189,1.0,0.04949653893709183,top5_volume_union_top5_enh,216,,1.0,0.6550968289375305,10,0.2784859240055084,0.22499684989452362,1,26928,0.12039679987356067
BraTS-GLI-02983-101,gmm_2d,prediction_component,67,5,1753,0.9138231873512268,0.2088126838207245,top5_volume_union_top5_enh,216,,0.9138231873512268,0.790429949760437,13,0.78095543384552,0.15819157660007477,1,54400,0.258101100102067
BraTS-GLI-02983-101,gmm_2d,prediction_component,130,91,60,1.0,0.3111376166343689,top5_volume_union_top5_enh,216,,1.0,0.21499013900756836,2,0.0,0.0,1,990,0.00393269956111908
BraTS-GLI-02983-101,gmm_2d,prediction_component,139,139,25,1.0,0.3471575081348419,top5_volume_union_top5_enh,216,,1.0,0.0,1,0.0,0.0,1,729,0.0029171998612582684
BraTS-GLI-02983-101,gmm_2d,prediction_component,88,26,180,1.0,0.399652361869812,top5_volume_union_top5_enh,216,,1.0,0.38665997982025146,4,0.3327111005783081,0.0020773708820343018,1,3564,0.014393100049346685
BraTS-GLI-02983-101,gmm_2d,prediction_component,73,139,25,1.0,0.2876673936843872,top5_volume_union_top5_enh,216,,1.0,0.0,1,0.0,0.0,1,729,0.003080500289797783
BraTS-GLI-02983-101,gmm_2d,prediction_component,71,68,76,1.0,0.22318382561206818,top5_volume_union_top5_enh,216,,1.0,0.043931663036346436,1,0.0,0.0,1,1560,0.006281800102442503
BraTS-GLI-02983-101,variational_spline,prediction_component,1,1,19125,1.0,0.29627180099487305,top5_volume_union_top5_enh,1,,0.9688605666160583,0.6725419759750366,68,0.3909478485584259,0.17515444662421942,2,206388,1.0618008999153972
