case_id,method,source,component_label,component_rank_by_volume,volume_vox,enh_max,enh_mean,candidate_policy,n_metric_components_in_mask,ph_error,ph_h0_max_persistence,ph_h0_second_persistence,ph_h0_n_ge_0_10,ph_h1_max_persistence,ph_h2_max_persistence,ph_downsample_step,ph_crop_voxels,ph_runtime_s
BraTS-GLI-02206-104,otsu_T1c,absent_fp_component,1,1,687810,1.0,0.023949308320879936,top5_volume_union_top5_enh,1,,1.0,1.0,238,0.6641975045204163,0.0,3,123648,0.6301181996241212
BraTS-GLI-02206-104,gmm_T1c,absent_fp_component,1,1,1180551,0.7550802230834961,0.00300623569637537,top5_volume_union_top5_enh,1,,0.5795854926109314,0.5563283562660217,326,0.052977703511714935,0.0,3,129024,0.669709200039506
BraTS-GLI-02206-104,sustraccion,absent_fp_component,1,1,78509,1.0,0.3314466178417206,top5_volume_union_top5_enh,203,,1.0,0.9601033329963684,293,0.8276367783546448,0.45892268419265747,3,122112,0.6169787999242544
BraTS-GLI-02206-104,sustraccion,absent_fp_component,194,2,250,1.0,0.6035357117652893,top5_volume_union_top5_enh,203,,1.0,0.2742142677307129,4,0.020732223987579346,0.0,1,9724,0.039593799971044064
BraTS-GLI-02206-104,sustraccion,absent_fp_component,17,3,192,1.0,0.34946930408477783,top5_volume_union_top5_enh,203,,1.0,0.6066710352897644,4,0.0743253231048584,0.0,1,5187,0.02110509993508458
BraTS-GLI-02206-104,sustraccion,absent_fp_component,201,4,178,1.0,0.49693846702575684,top5_volume_union_top5_enh,203,,1.0,0.5069698095321655,3,0.0,0.0,1,4992,0.020686599891632795
BraTS-GLI-02206-104,sustraccion,absent_fp_component,135,5,162,1.0,0.4340926706790924,top5_volume_union_top5_enh,203,,1.0,0.19621378183364868,3,0.0,0.0,1,6084,0.024261699989438057
BraTS-GLI-02206-104,sustraccion,absent_fp_component,202,22,72,1.0,0.6392562389373779,top5_volume_union_top5_enh,203,,1.0,0.06722360849380493,1,0.0,0.0,1,2244,0.008717999793589115
BraTS-GLI-02206-104,sustraccion,absent_fp_component,200,155,14,1.0,0.6210082173347473,top5_volume_union_top5_enh,203,,1.0,0.0,1,0.0,0.0,1,512,0.002333099953830242
BraTS-GLI-02206-104,sustraccion,absent_fp_component,199,170,12,1.0,0.6873043179512024,top5_volume_union_top5_enh,203,,1.0,0.009186625480651855,1,0.0,0.0,1,448,0.0022641997784376144
BraTS-GLI-02206-104,gmm_2d,absent_fp_component,2,1,106704,1.0,0.24160781502723694,top5_volume_union_top5_enh,155,,1.0,0.9990100010763854,288,0.6422544717788696,0.25015512108802795,3,124416,0.6276486995629966
BraTS-GLI-02206-104,gmm_2d,absent_fp_component,145,2,618,1.0,0.36382508277893066,top5_volume_union_top5_enh,155,,1.0,0.8969394043087959,4,0.09768962860107422,0.0,1,13685,0.05721979960799217
BraTS-GLI-02206-104,gmm_2d,absent_fp_component,108,3,485,0.48834970593452454,0.056884899735450745,top5_volume_union_top5_enh,155,,0.48834970593452454,0.2027701586484909,4,0.139903973788023,0.01980792434187606,1,4410,0.017934300005435944
BraTS-GLI-02206-104,gmm_2d,absent_fp_component,144,4,465,1.0,0.36409279704093933,top5_volume_union_top5_enh,155,,1.0,0.2214166522026062,4,0.09507441520690918,0.0,1,11385,0.047533500008285046
BraTS-GLI-02206-104,gmm_2d,absent_fp_component,56,5,377,0.9449491500854492,0.1814798265695572,top5_volume_union_top5_enh,155,,0.9449491500854492,0.5525471568107605,5,0.08339568972587585,0.0,1,6804,0.026816099882125854
BraTS-GLI-02206-104,gmm_2d,absent_fp_component,155,22,89,1.0,0.33366259932518005,top5_volume_union_top5_enh,155,,1.0,0.0,1,0.0,0.0,1,1584,0.006039600353688002
BraTS-GLI-02206-104,gmm_2d,absent_fp_component,154,17,110,1.0,0.4200129508972168,top5_volume_union_top5_enh,155,,1.0,0.06722360849380493,1,0.014828801155090332,0.0,1,2160,0.008532200008630753
BraTS-GLI-02206-104,gmm_2d,absent_fp_component,152,23,84,1.0,0.45695269107818604,top5_volume_union_top5_enh,155,,1.0,0.0,1,0.0,0.0,1,1694,0.007635900285094976
BraTS-GLI-02206-104,gmm_2d,absent_fp_component,151,87,25,1.0,0.448954313993454,top5_volume_union_top5_enh,155,,1.0,0.009186625480651855,1,0.0,0.0,1,729,0.0027854000218212605
BraTS-GLI-02206-104,variational_spline,absent_fp_component,1,1,193773,1.0,0.18727700412273407,top5_volume_union_top5_enh,1,,1.0,1.0,525,0.6006096601486206,0.08874683082103729,3,131712,0.6790449996478856
