case_id,fold,mode,method,threshold,vol_bin,gt_vox,pred_vox,lesionwise_dice_mean,lesion_tp,lesion_fn,lesion_fp,flood_gt_10000_vox,correct_absent_pred_lt_10_vox
BraTS-GLI-03063-100,4,pre_filter,otsu_T1c,0.0,medium,6973,8094,0.0036638984456658363,1,3,0,False,
BraTS-GLI-03063-100,4,post_filter,otsu_T1c,0.0,medium,6973,8094,0.0036638984456658363,1,3,0,False,
BraTS-GLI-03063-100,4,pre_filter,gmm_T1c,0.0,medium,6973,9629,0.00349686318077147,1,3,0,False,
BraTS-GLI-03063-100,4,post_filter,gmm_T1c,0.0,medium,6973,9629,0.00349686318077147,1,3,0,False,
BraTS-GLI-03063-100,4,pre_filter,sustraccion,0.0,medium,6973,76178,0.009014585055410862,4,0,172,True,
BraTS-GLI-03063-100,4,post_filter,sustraccion,0.0,medium,6973,76178,0.009014585055410862,4,0,172,True,
BraTS-GLI-03063-100,4,pre_filter,gmm_2d,0.0,medium,6973,81463,0.0006047358619980514,2,2,322,True,
BraTS-GLI-03063-100,4,post_filter,gmm_2d,0.0,medium,6973,81463,0.0006047358619980514,2,2,322,True,
BraTS-GLI-03063-100,4,pre_filter,variational_spline,0.0,medium,6973,9629,0.00349686318077147,1,3,0,False,
BraTS-GLI-03063-100,4,post_filter,variational_spline,0.0,medium,6973,9629,0.00349686318077147,1,3,0,False,
BraTS-GLI-03063-100,4,pre_filter,otsu_T1c,0.001,medium,6973,2801,0.009796718135476112,1,3,5,False,
BraTS-GLI-03063-100,4,post_filter,otsu_T1c,0.001,medium,6973,8094,0.0036638984456658363,1,3,0,False,
BraTS-GLI-03063-100,4,pre_filter,gmm_T1c,0.001,medium,6973,3393,0.008198698051273823,1,3,7,False,
BraTS-GLI-03063-100,4,post_filter,gmm_T1c,0.001,medium,6973,9629,0.00349686318077147,1,3,0,False,
BraTS-GLI-03063-100,4,pre_filter,sustraccion,0.001,medium,6973,33529,0.013105063699185848,4,0,121,True,
BraTS-GLI-03063-100,4,post_filter,sustraccion,0.001,medium,6973,71510,0.01958724670112133,4,0,77,True,
BraTS-GLI-03063-100,4,pre_filter,gmm_2d,0.001,medium,6973,34365,0.004706427454948425,3,1,209,True,
BraTS-GLI-03063-100,4,post_filter,gmm_2d,0.001,medium,6973,60896,0.0013320533325895667,2,2,144,True,
BraTS-GLI-03063-100,4,pre_filter,variational_spline,0.001,medium,6973,3393,0.008198698051273823,1,3,7,False,
BraTS-GLI-03063-100,4,post_filter,variational_spline,0.001,medium,6973,9629,0.00349686318077147,1,3,0,False,
BraTS-GLI-03063-100,4,pre_filter,otsu_T1c,0.002,medium,6973,2209,0.013636363670229912,1,3,4,False,
BraTS-GLI-03063-100,4,post_filter,otsu_T1c,0.002,medium,6973,8094,0.0036638984456658363,1,3,0,False,
BraTS-GLI-03063-100,4,pre_filter,gmm_T1c,0.002,medium,6973,2710,0.012335601262748241,1,3,5,False,
BraTS-GLI-03063-100,4,post_filter,gmm_T1c,0.002,medium,6973,9629,0.00349686318077147,1,3,0,False,
BraTS-GLI-03063-100,4,pre_filter,sustraccion,0.002,medium,6973,28495,0.013490190729498863,4,0,116,True,
BraTS-GLI-03063-100,4,post_filter,sustraccion,0.002,medium,6973,69790,0.022665241733193398,4,0,66,True,
BraTS-GLI-03063-100,4,pre_filter,gmm_2d,0.002,medium,6973,29309,0.005259636789560318,3,1,190,True,
BraTS-GLI-03063-100,4,post_filter,gmm_2d,0.002,medium,6973,54905,0.0015412680804729462,1,3,123,True,
BraTS-GLI-03063-100,4,pre_filter,variational_spline,0.002,medium,6973,2710,0.012335601262748241,1,3,5,False,
BraTS-GLI-03063-100,4,post_filter,variational_spline,0.002,medium,6973,9629,0.00349686318077147,1,3,0,False,
BraTS-GLI-03063-100,4,pre_filter,otsu_T1c,0.005,medium,6973,1324,0.058914728462696075,1,3,5,False,
BraTS-GLI-03063-100,4,post_filter,otsu_T1c,0.005,medium,6973,0,0.0,0,4,0,False,
BraTS-GLI-03063-100,4,pre_filter,gmm_T1c,0.005,medium,6973,1681,0.04863449186086655,1,3,7,False,
BraTS-GLI-03063-100,4,post_filter,gmm_T1c,0.005,medium,6973,0,0.0,0,4,0,False,
BraTS-GLI-03063-100,4,pre_filter,sustraccion,0.005,medium,6973,20991,0.016372859477996826,4,0,89,True,
BraTS-GLI-03063-100,4,post_filter,sustraccion,0.005,medium,6973,6330,0.031053738668560982,3,1,47,False,
BraTS-GLI-03063-100,4,pre_filter,gmm_2d,0.005,medium,6973,21523,0.0059858765453100204,3,1,155,True,
BraTS-GLI-03063-100,4,post_filter,gmm_2d,0.005,medium,6973,42423,0.0021276199258863926,1,3,88,True,
BraTS-GLI-03063-100,4,pre_filter,variational_spline,0.005,medium,6973,1681,0.04863449186086655,1,3,7,False,
BraTS-GLI-03063-100,4,post_filter,variational_spline,0.005,medium,6973,0,0.0,0,4,0,False,
BraTS-GLI-03063-100,4,pre_filter,otsu_T1c,0.01,medium,6973,564,0.052421651780605316,1,3,5,False,
BraTS-GLI-03063-100,4,post_filter,otsu_T1c,0.01,medium,6973,0,0.0,0,4,0,False,
BraTS-GLI-03063-100,4,pre_filter,gmm_T1c,0.01,medium,6973,774,0.053779806941747665,1,3,5,False,
BraTS-GLI-03063-100,4,post_filter,gmm_T1c,0.01,medium,6973,0,0.0,0,4,0,False,
BraTS-GLI-03063-100,4,pre_filter,sustraccion,0.01,medium,6973,14020,0.017697613686323166,4,0,65,True,
BraTS-GLI-03063-100,4,post_filter,sustraccion,0.01,medium,6973,4703,0.03319081291556358,2,2,31,False,
BraTS-GLI-03063-100,4,pre_filter,gmm_2d,0.01,medium,6973,14485,0.005788472015410662,3,1,108,True,
BraTS-GLI-03063-100,4,post_filter,gmm_2d,0.01,medium,6973,6523,0.0003065603959839791,1,3,52,False,
BraTS-GLI-03063-100,4,pre_filter,variational_spline,0.01,medium,6973,774,0.053779806941747665,1,3,5,False,
BraTS-GLI-03063-100,4,post_filter,variational_spline,0.01,medium,6973,0,0.0,0,4,0,False,
BraTS-GLI-03063-100,4,pre_filter,otsu_T1c,0.02,medium,6973,171,0.05681818351149559,1,3,3,False,
BraTS-GLI-03063-100,4,post_filter,otsu_T1c,0.02,medium,6973,0,0.0,0,4,0,False,
BraTS-GLI-03063-100,4,pre_filter,gmm_T1c,0.02,medium,6973,245,0.053108807653188705,1,3,4,False,
BraTS-GLI-03063-100,4,post_filter,gmm_T1c,0.02,medium,6973,0,0.0,0,4,0,False,
BraTS-GLI-03063-100,4,pre_filter,sustraccion,0.02,medium,6973,4409,0.03379660099744797,3,1,29,False,
BraTS-GLI-03063-100,4,post_filter,sustraccion,0.02,medium,6973,380,0.03997860848903656,2,2,7,False,
BraTS-GLI-03063-100,4,pre_filter,gmm_2d,0.02,medium,6973,5278,0.014513088390231133,2,2,28,False,
BraTS-GLI-03063-100,4,post_filter,gmm_2d,0.02,medium,6973,2284,0.0010098459897562861,1,3,13,False,
BraTS-GLI-03063-100,4,pre_filter,variational_spline,0.02,medium,6973,245,0.053108807653188705,1,3,4,False,
BraTS-GLI-03063-100,4,post_filter,variational_spline,0.02,medium,6973,0,0.0,0,4,0,False,
BraTS-GLI-03063-100,4,pre_filter,otsu_T1c,0.05,medium,6973,0,0.0,0,4,0,False,
BraTS-GLI-03063-100,4,post_filter,otsu_T1c,0.05,medium,6973,0,0.0,0,4,0,False,
BraTS-GLI-03063-100,4,pre_filter,gmm_T1c,0.05,medium,6973,0,0.0,0,4,0,False,
BraTS-GLI-03063-100,4,post_filter,gmm_T1c,0.05,medium,6973,0,0.0,0,4,0,False,
BraTS-GLI-03063-100,4,pre_filter,sustraccion,0.05,medium,6973,38,0.024637680500745773,1,3,0,False,
BraTS-GLI-03063-100,4,post_filter,sustraccion,0.05,medium,6973,0,0.0,0,4,0,False,
BraTS-GLI-03063-100,4,pre_filter,gmm_2d,0.05,medium,6973,88,0.0034499280154705048,1,3,1,False,
