case_id,fold,mode,method,threshold,vol_bin,gt_vox,pred_vox,lesionwise_dice_mean,lesion_tp,lesion_fn,lesion_fp,flood_gt_10000_vox,correct_absent_pred_lt_10_vox
BraTS-GLI-02192-101,3,pre_filter,otsu_T1c,0.0,medium,4984,8568,0.0,0,2,1,False,
BraTS-GLI-02192-101,3,post_filter,otsu_T1c,0.0,medium,4984,8568,0.0,0,2,1,False,
BraTS-GLI-02192-101,3,pre_filter,gmm_T1c,0.0,medium,4984,8602,0.0,0,2,1,False,
BraTS-GLI-02192-101,3,post_filter,gmm_T1c,0.0,medium,4984,8602,0.0,0,2,1,False,
BraTS-GLI-02192-101,3,pre_filter,sustraccion,0.0,medium,4984,82858,0.000542235269676894,1,1,187,True,
BraTS-GLI-02192-101,3,post_filter,sustraccion,0.0,medium,4984,82858,0.000542235269676894,1,1,187,True,
BraTS-GLI-02192-101,3,pre_filter,gmm_2d,0.0,medium,4984,104997,0.0006992738926783204,1,1,135,True,
BraTS-GLI-02192-101,3,post_filter,gmm_2d,0.0,medium,4984,104997,0.0006992738926783204,1,1,135,True,
BraTS-GLI-02192-101,3,pre_filter,variational_spline,0.0,medium,4984,8602,0.0,0,2,1,False,
BraTS-GLI-02192-101,3,post_filter,variational_spline,0.0,medium,4984,8602,0.0,0,2,1,False,
BraTS-GLI-02192-101,3,pre_filter,otsu_T1c,0.001,medium,4984,3860,0.0,0,2,4,False,
BraTS-GLI-02192-101,3,post_filter,otsu_T1c,0.001,medium,4984,8568,0.0,0,2,1,False,
BraTS-GLI-02192-101,3,pre_filter,gmm_T1c,0.001,medium,4984,3869,0.0,0,2,4,False,
BraTS-GLI-02192-101,3,post_filter,gmm_T1c,0.001,medium,4984,8602,0.0,0,2,1,False,
BraTS-GLI-02192-101,3,pre_filter,sustraccion,0.001,medium,4984,27788,0.007877168245613575,2,0,92,True,
BraTS-GLI-02192-101,3,post_filter,sustraccion,0.001,medium,4984,71258,0.0017669390654191375,1,1,56,True,
BraTS-GLI-02192-101,3,pre_filter,gmm_2d,0.001,medium,4984,34211,0.004593000281602144,1,1,75,True,
BraTS-GLI-02192-101,3,post_filter,gmm_2d,0.001,medium,4984,90353,0.002128900494426489,1,1,43,True,
BraTS-GLI-02192-101,3,pre_filter,variational_spline,0.001,medium,4984,3869,0.0,0,2,4,False,
BraTS-GLI-02192-101,3,post_filter,variational_spline,0.001,medium,4984,8602,0.0,0,2,1,False,
BraTS-GLI-02192-101,3,pre_filter,otsu_T1c,0.002,medium,4984,3205,0.0,0,2,4,False,
BraTS-GLI-02192-101,3,post_filter,otsu_T1c,0.002,medium,4984,8568,0.0,0,2,1,False,
BraTS-GLI-02192-101,3,pre_filter,gmm_T1c,0.002,medium,4984,3214,0.0,0,2,4,False,
BraTS-GLI-02192-101,3,post_filter,gmm_T1c,0.002,medium,4984,8602,0.0,0,2,1,False,
BraTS-GLI-02192-101,3,pre_filter,sustraccion,0.002,medium,4984,24087,0.011324457824230194,2,0,79,True,
BraTS-GLI-02192-101,3,post_filter,sustraccion,0.002,medium,4984,69623,0.0022773882374167442,1,1,43,True,
BraTS-GLI-02192-101,3,pre_filter,gmm_2d,0.002,medium,4984,29648,0.012214390560984612,2,0,70,True,
BraTS-GLI-02192-101,3,post_filter,gmm_2d,0.002,medium,4984,89673,0.002395013114437461,1,1,38,True,
BraTS-GLI-02192-101,3,pre_filter,variational_spline,0.002,medium,4984,3214,0.0,0,2,4,False,
BraTS-GLI-02192-101,3,post_filter,variational_spline,0.002,medium,4984,8602,0.0,0,2,1,False,
BraTS-GLI-02192-101,3,pre_filter,otsu_T1c,0.005,medium,4984,2190,0.0,0,2,4,False,
BraTS-GLI-02192-101,3,post_filter,otsu_T1c,0.005,medium,4984,0,0.0,0,2,0,False,
BraTS-GLI-02192-101,3,pre_filter,gmm_T1c,0.005,medium,4984,2197,0.0,0,2,4,False,
