case_id,fold,mode,method,threshold,vol_bin,gt_vox,pred_vox,lesionwise_dice_mean,lesion_tp,lesion_fn,lesion_fp,flood_gt_10000_vox,correct_absent_pred_lt_10_vox
BraTS-GLI-02229-100,4,pre_filter,otsu_T1c,0.0,absent,0,13528,,,,,True,False
BraTS-GLI-02229-100,4,post_filter,otsu_T1c,0.0,absent,0,13528,,,,,True,False
BraTS-GLI-02229-100,4,pre_filter,gmm_T1c,0.0,absent,0,14117,,,,,True,False
BraTS-GLI-02229-100,4,post_filter,gmm_T1c,0.0,absent,0,14117,,,,,True,False
BraTS-GLI-02229-100,4,pre_filter,sustraccion,0.0,absent,0,77112,,,,,True,False
BraTS-GLI-02229-100,4,post_filter,sustraccion,0.0,absent,0,77112,,,,,True,False
BraTS-GLI-02229-100,4,pre_filter,gmm_2d,0.0,absent,0,148186,,,,,True,False
BraTS-GLI-02229-100,4,post_filter,gmm_2d,0.0,absent,0,148186,,,,,True,False
BraTS-GLI-02229-100,4,pre_filter,variational_spline,0.0,absent,0,14118,,,,,True,False
BraTS-GLI-02229-100,4,post_filter,variational_spline,0.0,absent,0,14118,,,,,True,False
BraTS-GLI-02229-100,4,pre_filter,otsu_T1c,0.001,absent,0,3792,,,,,False,False
BraTS-GLI-02229-100,4,post_filter,otsu_T1c,0.001,absent,0,13528,,,,,True,False
BraTS-GLI-02229-100,4,pre_filter,gmm_T1c,0.001,absent,0,3992,,,,,False,False
BraTS-GLI-02229-100,4,post_filter,gmm_T1c,0.001,absent,0,14117,,,,,True,False
BraTS-GLI-02229-100,4,pre_filter,sustraccion,0.001,absent,0,26767,,,,,True,False
BraTS-GLI-02229-100,4,post_filter,sustraccion,0.001,absent,0,71531,,,,,True,False
BraTS-GLI-02229-100,4,pre_filter,gmm_2d,0.001,absent,0,52444,,,,,True,False
BraTS-GLI-02229-100,4,post_filter,gmm_2d,0.001,absent,0,139155,,,,,True,False
BraTS-GLI-02229-100,4,pre_filter,variational_spline,0.001,absent,0,3992,,,,,False,False
BraTS-GLI-02229-100,4,post_filter,variational_spline,0.001,absent,0,14118,,,,,True,False
BraTS-GLI-02229-100,4,pre_filter,otsu_T1c,0.002,absent,0,2941,,,,,False,False
BraTS-GLI-02229-100,4,post_filter,otsu_T1c,0.002,absent,0,13528,,,,,True,False
BraTS-GLI-02229-100,4,pre_filter,gmm_T1c,0.002,absent,0,3104,,,,,False,False
BraTS-GLI-02229-100,4,post_filter,gmm_T1c,0.002,absent,0,14117,,,,,True,False
BraTS-GLI-02229-100,4,pre_filter,sustraccion,0.002,absent,0,22536,,,,,True,False
BraTS-GLI-02229-100,4,post_filter,sustraccion,0.002,absent,0,71266,,,,,True,False
BraTS-GLI-02229-100,4,pre_filter,gmm_2d,0.002,absent,0,44596,,,,,True,False
BraTS-GLI-02229-100,4,post_filter,gmm_2d,0.002,absent,0,138662,,,,,True,False
BraTS-GLI-02229-100,4,pre_filter,variational_spline,0.002,absent,0,3104,,,,,False,False
BraTS-GLI-02229-100,4,post_filter,variational_spline,0.002,absent,0,14118,,,,,True,False
BraTS-GLI-02229-100,4,pre_filter,otsu_T1c,0.005,absent,0,1896,,,,,False,False
BraTS-GLI-02229-100,4,post_filter,otsu_T1c,0.005,absent,0,0,,,,,False,True
BraTS-GLI-02229-100,4,pre_filter,gmm_T1c,0.005,absent,0,2010,,,,,False,False
BraTS-GLI-02229-100,4,post_filter,gmm_T1c,0.005,absent,0,0,,,,,False,True
BraTS-GLI-02229-100,4,pre_filter,sustraccion,0.005,absent,0,16782,,,,,True,False
BraTS-GLI-02229-100,4,post_filter,sustraccion,0.005,absent,0,636,,,,,False,False
BraTS-GLI-02229-100,4,pre_filter,gmm_2d,0.005,absent,0,33635,,,,,True,False
