case_id,fold,mode,method,threshold,vol_bin,gt_vox,pred_vox,lesionwise_dice_mean,lesion_tp,lesion_fn,lesion_fp,flood_gt_10000_vox,correct_absent_pred_lt_10_vox
BraTS-GLI-02194-101,2,pre_filter,otsu_T1c,0.0,medium,3716,655031,0.005309239961206913,1,1,0,True,
BraTS-GLI-02194-101,2,post_filter,otsu_T1c,0.0,medium,3716,655031,0.005309239961206913,1,1,0,True,
BraTS-GLI-02194-101,2,pre_filter,gmm_T1c,0.0,medium,3716,4417,0.0,0,2,1,False,
BraTS-GLI-02194-101,2,post_filter,gmm_T1c,0.0,medium,3716,4417,0.0,0,2,1,False,
BraTS-GLI-02194-101,2,pre_filter,sustraccion,0.0,medium,3716,84734,0.003537021344527602,2,0,192,True,
BraTS-GLI-02194-101,2,post_filter,sustraccion,0.0,medium,3716,84734,0.003537021344527602,2,0,192,True,
BraTS-GLI-02194-101,2,pre_filter,gmm_2d,0.0,medium,3716,76267,0.006683796178549528,2,0,122,True,
BraTS-GLI-02194-101,2,post_filter,gmm_2d,0.0,medium,3716,76267,0.006683796178549528,2,0,122,True,
BraTS-GLI-02194-101,2,pre_filter,variational_spline,0.0,medium,3716,4417,0.0,0,2,1,False,
BraTS-GLI-02194-101,2,post_filter,variational_spline,0.0,medium,3716,4417,0.0,0,2,1,False,
BraTS-GLI-02194-101,2,pre_filter,otsu_T1c,0.001,medium,3716,343216,0.000909088586922735,1,1,16,True,
BraTS-GLI-02194-101,2,post_filter,otsu_T1c,0.001,medium,3716,655031,0.005309239961206913,1,1,0,True,
BraTS-GLI-02194-101,2,pre_filter,gmm_T1c,0.001,medium,3716,2518,0.0,0,2,4,False,
BraTS-GLI-02194-101,2,post_filter,gmm_T1c,0.001,medium,3716,4417,0.0,0,2,1,False,
BraTS-GLI-02194-101,2,pre_filter,sustraccion,0.001,medium,3716,36840,0.008432538248598576,2,0,124,True,
BraTS-GLI-02194-101,2,post_filter,sustraccion,0.001,medium,3716,78223,0.007978862151503563,2,0,84,True,
BraTS-GLI-02194-101,2,pre_filter,gmm_2d,0.001,medium,3716,34776,0.014469843357801437,2,0,87,True,
BraTS-GLI-02194-101,2,post_filter,gmm_2d,0.001,medium,3716,70730,0.014799834229052067,2,0,54,True,
BraTS-GLI-02194-101,2,pre_filter,variational_spline,0.001,medium,3716,2518,0.0,0,2,4,False,
BraTS-GLI-02194-101,2,post_filter,variational_spline,0.001,medium,3716,4417,0.0,0,2,1,False,
BraTS-GLI-02194-101,2,pre_filter,otsu_T1c,0.002,medium,3716,309368,0.000696810195222497,1,1,21,True,
BraTS-GLI-02194-101,2,post_filter,otsu_T1c,0.002,medium,3716,655031,0.005309239961206913,1,1,0,True,
BraTS-GLI-02194-101,2,pre_filter,gmm_T1c,0.002,medium,3716,2255,0.0,0,2,4,False,
BraTS-GLI-02194-101,2,post_filter,gmm_T1c,0.002,medium,3716,4417,0.0,0,2,1,False,
BraTS-GLI-02194-101,2,pre_filter,sustraccion,0.002,medium,3716,32628,0.0061621651984751225,2,0,119,True,
BraTS-GLI-02194-101,2,post_filter,sustraccion,0.002,medium,3716,77562,0.001034088316373527,1,1,75,True,
BraTS-GLI-02194-101,2,pre_filter,gmm_2d,0.002,medium,3716,30755,0.011720177717506886,2,0,81,True,
