case_id,fold,mode,method,threshold,vol_bin,gt_vox,pred_vox,lesionwise_dice_mean,lesion_tp,lesion_fn,lesion_fp,flood_gt_10000_vox,correct_absent_pred_lt_10_vox
BraTS-GLI-02836-101,2,pre_filter,otsu_T1c,0.0,absent,0,13813,,,,,True,False
BraTS-GLI-02836-101,2,post_filter,otsu_T1c,0.0,absent,0,13813,,,,,True,False
BraTS-GLI-02836-101,2,pre_filter,gmm_T1c,0.0,absent,0,15997,,,,,True,False
BraTS-GLI-02836-101,2,post_filter,gmm_T1c,0.0,absent,0,15997,,,,,True,False
BraTS-GLI-02836-101,2,pre_filter,sustraccion,0.0,absent,0,29913,,,,,True,False
BraTS-GLI-02836-101,2,post_filter,sustraccion,0.0,absent,0,29913,,,,,True,False
BraTS-GLI-02836-101,2,pre_filter,gmm_2d,0.0,absent,0,104381,,,,,True,False
BraTS-GLI-02836-101,2,post_filter,gmm_2d,0.0,absent,0,104381,,,,,True,False
BraTS-GLI-02836-101,2,pre_filter,variational_spline,0.0,absent,0,15997,,,,,True,False
BraTS-GLI-02836-101,2,post_filter,variational_spline,0.0,absent,0,15997,,,,,True,False
BraTS-GLI-02836-101,2,pre_filter,otsu_T1c,0.001,absent,0,343,,,,,False,False
BraTS-GLI-02836-101,2,post_filter,otsu_T1c,0.001,absent,0,0,,,,,False,True
BraTS-GLI-02836-101,2,pre_filter,gmm_T1c,0.001,absent,0,547,,,,,False,False
BraTS-GLI-02836-101,2,post_filter,gmm_T1c,0.001,absent,0,0,,,,,False,True
BraTS-GLI-02836-101,2,pre_filter,sustraccion,0.001,absent,0,3451,,,,,False,False
BraTS-GLI-02836-101,2,post_filter,sustraccion,0.001,absent,0,3889,,,,,False,False
BraTS-GLI-02836-101,2,pre_filter,gmm_2d,0.001,absent,0,25355,,,,,True,False
BraTS-GLI-02836-101,2,post_filter,gmm_2d,0.001,absent,0,79522,,,,,True,False
