case_id,fold,mode,method,threshold,vol_bin,gt_vox,pred_vox,lesionwise_dice_mean,lesion_tp,lesion_fn,lesion_fp,flood_gt_10000_vox,correct_absent_pred_lt_10_vox
BraTS-GLI-02139-103,4,pre_filter,otsu_T1c,0.0,small,1109,9833,0.0,0,2,1,False,
BraTS-GLI-02139-103,4,post_filter,otsu_T1c,0.0,small,1109,9833,0.0,0,2,1,False,
BraTS-GLI-02139-103,4,pre_filter,gmm_T1c,0.0,small,1109,12736,0.0,0,2,1,True,
BraTS-GLI-02139-103,4,post_filter,gmm_T1c,0.0,small,1109,12736,0.0,0,2,1,True,
BraTS-GLI-02139-103,4,pre_filter,sustraccion,0.0,small,1109,49906,0.0022671427577733994,1,1,129,True,
BraTS-GLI-02139-103,4,post_filter,sustraccion,0.0,small,1109,49906,0.0022671427577733994,1,1,129,True,
BraTS-GLI-02139-103,4,pre_filter,gmm_2d,0.0,small,1109,61780,0.0007512010051868856,2,0,326,True,
BraTS-GLI-02139-103,4,post_filter,gmm_2d,0.0,small,1109,61780,0.0007512010051868856,2,0,326,True,
BraTS-GLI-02139-103,4,pre_filter,variational_spline,0.0,small,1109,12736,0.0,0,2,1,True,
BraTS-GLI-02139-103,4,post_filter,variational_spline,0.0,small,1109,12736,0.0,0,2,1,True,
BraTS-GLI-02139-103,4,pre_filter,otsu_T1c,0.001,small,1109,5413,0.0,0,2,3,False,
BraTS-GLI-02139-103,4,post_filter,otsu_T1c,0.001,small,1109,9833,0.0,0,2,1,False,
BraTS-GLI-02139-103,4,pre_filter,gmm_T1c,0.001,small,1109,7188,0.0,0,2,5,False,
BraTS-GLI-02139-103,4,post_filter,gmm_T1c,0.001,small,1109,12736,0.0,0,2,1,True,
BraTS-GLI-02139-103,4,pre_filter,sustraccion,0.001,small,1109,23050,0.00637594610452652,2,0,73,True,
BraTS-GLI-02139-103,4,post_filter,sustraccion,0.001,small,1109,43048,0.0,0,2,50,True,
BraTS-GLI-02139-103,4,pre_filter,gmm_2d,0.001,small,1109,26264,0.0006380348349921405,1,1,193,True,
BraTS-GLI-02139-103,4,post_filter,gmm_2d,0.001,small,1109,42480,0.0,0,2,156,True,
BraTS-GLI-02139-103,4,pre_filter,variational_spline,0.001,small,1109,7188,0.0,0,2,5,False,
BraTS-GLI-02139-103,4,post_filter,variational_spline,0.001,small,1109,12736,0.0,0,2,1,True,
BraTS-GLI-02139-103,4,pre_filter,otsu_T1c,0.002,small,1109,5156,0.0,0,2,3,False,
BraTS-GLI-02139-103,4,post_filter,otsu_T1c,0.002,small,1109,9833,0.0,0,2,1,False,
BraTS-GLI-02139-103,4,pre_filter,gmm_T1c,0.002,small,1109,6800,0.0,0,2,5,False,
BraTS-GLI-02139-103,4,post_filter,gmm_T1c,0.002,small,1109,12736,0.0,0,2,1,True,
BraTS-GLI-02139-103,4,pre_filter,sustraccion,0.002,small,1109,20768,0.005175137892365456,2,0,72,True,
BraTS-GLI-02139-103,4,post_filter,sustraccion,0.002,small,1109,42108,0.0,0,2,41,True,
BraTS-GLI-02139-103,4,pre_filter,gmm_2d,0.002,small,1109,23206,0.0005161290755495429,1,1,173,True,
BraTS-GLI-02139-103,4,post_filter,gmm_2d,0.002,small,1109,36966,0.0,0,2,137,True,
BraTS-GLI-02139-103,4,pre_filter,variational_spline,0.002,small,1109,6800,0.0,0,2,5,False,
BraTS-GLI-02139-103,4,post_filter,variational_spline,0.002,small,1109,12736,0.0,0,2,1,True,
BraTS-GLI-02139-103,4,pre_filter,otsu_T1c,0.005,small,1109,4684,0.0,0,2,3,False,
